respond_id,collector_id,start_date,end_date,ip_address,consent,eagle_reference,age18,attempt_us,attempt_ca,find_out,find_out_other,see,first_time,date_first,location,number_of_attempts,leave_home_code,home_code,observation_duration,private_vehicle,rental_vehicle,plane,train,other_transport,carpool,number_passengers,primary_purpose,overnight,n_nights,accomodation_friend,accomodation_hotel,accomodation_campground,accomodation_airbnb,accomodation_vrbo,accomodation_none,accomodation_other,accomodation_location,eat,dine_fast_food,dine_fast_casual,dine_sit_down,dine_other,number_dine_out,list_life,list_country,list_state,list_province,list_county,list_ebird,list_idk,list_none,list_other,motivation_photography,motivation_rarity,motivation_vagrant,motivation_life_list,motivation_unlikely,motivation_other,birding_experience,birding_time,bird_organization,gas_cost,gas_cost_new,airfare_cost,airfare_cost_new,meal_cost,meal_cost_new,lodging_cost,lodging_cost_new,donation5,donation25,donation50,donation75,donation100,donation200,age,gender,gender_other,race,marital_status,marital_status_other,hourly_wage,highest_education,highest_education_other,employment_status,twitch_frequency,other_birding,other_nature,other_nature_01,other_nature_02,other_nature_03,puffin_tour,revisit,ebird,other_database,other_database_name,twitter,facebook,n_birders_visit1,n_birders_visit2,n_birders_visit3,comments
13293796732,414399709,2022-01-28T18:36:28Z,2022-01-28T18:43:56Z,70.105.225.57,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,31-Dec-21,"Georgetown, ME",One,Yes,4342,25,Private vehicle,NA,NA,NA,NA,No,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Both: made meals and ate out,NA,Fast Casual,NA,NA,1,Life list,Country list,NA,NA,NA,NA,NA,NA,"Trip list, yard list",NA,Rarity of the species,NA,NA,NA,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),30,Yes,$3.50 ,3.50,Na,,18,18.00,Na,,Yes,Yes,No,No,No,No,55-64,Woman,NA,White or Caucasian,Married,NA,34,Master's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",No,No,NA,NA,NA,No,Very likely,No,No,NA,No,Yes,20,NA,NA,NA
13293792552,414399709,2022-01-28T18:33:06Z,2022-01-28T18:39:09Z,173.237.207.33,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,No,I did not see the eagle,N/a,Boothbay harbor,One,No,4553,15,Private vehicle,NA,NA,NA,NA,No,0,No,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,I don't know what a bird list is,NA,NA,NA,NA,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,NA,NA,I am not a birder (can identify a few species in my yard),0,No,4,4.00,NA,,NA,,Na,,Yes,No,No,No,No,No,35-44,Woman,NA,Native American or Alaskan Native,Single,NA,150,Master's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",No,Yes,Hiking,Sailing,NA,No,Neither likely nor unlikely,No,No,NA,No,No,0,NA,NA,NA
13293750642,414399709,2022-01-28T18:04:49Z,2022-01-28T18:23:02Z,67.248.18.71,"I agree, start questionnaire",I understand,Yes,Yes,No,"News outlet (video clip, article, etc.)",NA,No,I did not see the eagle,NA,"Booth Bay, Maine",Three or more,Yes,4856,20,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,N/A,Brought own snacks but ate main meals out,NA,Fast Casual,NA,NA,1,Life list,Country list,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Expert birder (can identify >300 bird species without a field guide),50 yrs,Yes,$50 ,50.00,N/A,,$30.00 ,30.00,0,0.00,Yes,Yes,Yes,Yes,Yes,Yes,65+,Woman,NA,White or Caucasian,Married,NA,Retired,Master's degree or equivalent,NA,Retired,1-3 times,No,No,NA,NA,NA,No,Very likely,No,No,N/A,No,No,25,50,100,Will continue to search for this bird based on info provided on various groups I have joined on line and as long as reported in an area that is driving distance from my house.
13293744087,414399709,2022-01-28T18:01:08Z,2022-01-28T18:08:58Z,73.89.82.113,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,No,I did not see the eagle,NA,"Georgetown, Maine",One,Yes,1473,180,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,NA,NA,Life list,NA,NA,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,NA,NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),5,Yes,50,50.00,na,,0,0.00,0,0.00,Yes,No,No,No,No,No,65+,Man,NA,White or Caucasian,Married,NA,0,Bachelor's degree or equivalent,NA,Retired,1-3 times,Yes,No,NA,NA,NA,No,Very likely,No,No,NA,No,No,100,NA,NA,NA
13293731112,414399709,2022-01-28T17:52:51Z,2022-01-28T18:02:21Z,24.179.39.189,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,12/21/2021,"Georgetown,Maine",Two,Yes,4427,35,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,1,Life list,Country list,State list,NA,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),3,Yes,35,35.00,NA,,15,15.00,0,0.00,Yes,Yes,Yes,Yes,Yes,Yes,18-24,Man,NA,White or Caucasian,Single,NA,20,Bachelor's degree or equivalent,NA,Student,>10 times,Yes,No,NA,NA,NA,No,Neither likely nor unlikely,Yes,No,NA,Yes,Yes,200,100,NA,NA
13293715927,414399709,2022-01-28T17:42:56Z,2022-01-28T17:51:50Z,24.198.150.18,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,No,I did not see the eagle,NA,Georgetown Maine,One,Yes,3816,NA,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Brought own snacks but ate main meals out,NA,Fast Casual,NA,NA,1,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),12,Yes,40,40.00,Na,,50,50.00,Na,,Yes,Yes,Yes,Yes,Yes,Yes,55-64,Woman,NA,White or Caucasian,Married,NA,30,Bachelor's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Other birds,NA,NA,No,Very likely,No,No,Na,No,No,100,0,0,NA
13289295716,414399709,2022-01-27T07:54:45Z,2022-01-28T17:40:39Z,98.2.220.205,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,Dec-31-2021,Georgetown,Three or more,Yes,4096,120,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Packed food for all meals,NA,NA,NA,Na,0,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),13,Yes,40,40.00,Na,,0,0.00,0,0.00,Yes,Yes,Yes,Yes,Yes,Yes,55-64,Woman,NA,White or Caucasian,Single,NA,30,Bachelor's degree or equivalent,NA,Employed - part time,4-7 times,Yes,Yes,General nature walk,Birding,Photography,No,Likely,Yes,No,NA,No,Yes,300,40,200,We spent additional time searching but not necessarily “viewing” the eagle
13293704479,414399709,2022-01-28T17:36:35Z,2022-01-28T17:39:43Z,98.11.136.194,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,Jan 19th 2022,4537,One,No,4537,25,Private vehicle,NA,NA,NA,NA,No,didnt,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,4537,Both: made meals and ate out,Fast food,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13293676712,414399709,2022-01-28T17:20:08Z,2022-01-28T17:29:37Z,70.105.236.213,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,No,I did not see the eagle,NA,Boothbay,One,Yes,4401,0,Private vehicle,NA,NA,NA,NA,Yes,2,No,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,NA,NA,NA,NA,climate change,Intermediate birder (can identify >100 but <300 bird species without a field guide),NA,Yes,0,0.00,NA,,0,0.00,0,0.00,No,No,No,No,No,No,45-54,Prefer not to say,NA,I would rather not say,Single,NA,NA,NA,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Hiking,Wildlife viewing,Beachcombing,No,Neither likely nor unlikely,No,No,NA,No,No,0,NA,NA,NA
13293672308,414399709,2022-01-28T17:17:14Z,2022-01-28T17:25:14Z,173.70.57.205,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,02-Jan-22,Georgetown Maine,Two,Yes,8757,180,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,Boothbay Maine,Brought own snacks but ate main meals out,NA,NA,Sit down,NA,2,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,NA,Expert birder (can identify >300 bird species without a field guide),14 yrs,Yes,50$,50.00,Na,,60$,60.00,300$,300.00,Yes,Yes,Yes,Yes,Yes,Yes,55-64,Woman,NA,White or Caucasian,Single,NA,Retired,Bachelor's degree or equivalent,NA,Retired,>10 times,Yes,No,NA,NA,NA,No,Likely,No,No,NA,No,Yes,250,150,NA,NA
13293614237,414399709,2022-01-28T16:44:37Z,2022-01-28T16:56:35Z,67.242.142.57,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,No,I did not see the eagle,N/A,"Boothbay Harbor, West Boothbay, Spruce Point - all in Maine",One,Yes,4043,0,Private vehicle,NA,NA,NA,NA,No,N/a,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,Na,0,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,NA,NA,NA,NA,Beginner birder (can identify <100 bird species without a field guide),3 yrs,No,40,40.00,Na,,Na,,Na,,Yes,No,No,No,No,No,45-54,Woman,NA,White or Caucasian,Married,NA,25,Bachelor's degree or equivalent,NA,Self-employed,1-3 times,No,No,Na,Na,Na,No,Very likely,No,No,Na,No,Yes,25,NA,NA,"If certain locations allowed local food trucks, it would be a huge money maker. A few good trucks and a few porta pottys would have made the birders very happy. There is not a lot open where the SSE has been seen."
13293602249,414399709,2022-01-28T16:38:40Z,2022-01-28T16:51:37Z,75.68.191.188,"I agree, start questionnaire",I understand,Yes,Yes,No,Local birding group,NA,Yes,Yes,December 31 2021,Five Islands Maine,Three or more,Yes,4011,345,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primarily ate out (dine-in and/or take-out),NA,Fast Casual,Sit down,NA,6,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),4,Yes,400,400.00,N-a,,300,300.00,0,0.00,Yes,Yes,No,No,No,No,55-64,Man,NA,White or Caucasian,Married,NA,N/A,Bachelor's degree or equivalent,NA,Retired,4-7 times,Yes,Yes,Photography,Hiking,NA,No,Very likely,Yes,Yes,Audubon,No,No,3,5,2,NA
13293589246,414399709,2022-01-28T16:31:08Z,2022-01-28T16:46:53Z,65.175.160.32,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,16-Jan-22,"Boothbay Harbor, MAINE",Two,Yes,3249,30,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,Boothbay ME,Primarily ate out (dine-in and/or take-out),Fast food,NA,Sit down,NA,5,Life list,NA,NA,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),6,No,90,90.00,Na,,300,300.00,160,160.00,Yes,Yes,No,No,No,No,45-54,Woman,NA,White or Caucasian,Married,NA,54,Bachelor's degree or equivalent,NA,Employed - full time,1-3 times,Yes,Yes,Walking in a state park,Wildlife viewing,NA,No,Very likely,No,No,NA,No,Yes,200,200,NA,NA
13293598015,414399709,2022-01-28T16:36:22Z,2022-01-28T16:43:16Z,76.24.81.72,"I agree, start questionnaire",I understand,Yes,Yes,No,Other (please specify),Maine Aubudon,Yes,Yes,January 23rd,"Boothbay Harbor, ME",Three or more,Yes,3055,20,Private vehicle,NA,NA,NA,NA,No,0,Yes,Yes,1,NA,NA,NA,AirBnB,NA,NA,NA,"Boothbay Harbor, ME",Packed food for all meals,NA,NA,NA,NA,1,Life list,NA,NA,NA,NA,NA,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),1 year,No,200,200.00,NA,,100,100.00,300,300.00,Yes,Yes,Yes,Yes,Yes,Yes,18-24,Man,NA,Hispanic or Latino,Married,NA,20,High School,NA,Employed - full time,1-3 times,No,No,NA,NA,NA,No,Very likely,No,No,NA,No,No,30,30,150,NA
13293595649,414399709,2022-01-28T16:34:49Z,2022-01-28T16:43:15Z,108.2.153.191,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,Yes,Yes,12-Jan-22,"Boothbay Harbor, ME",One,Yes,19803,120,Private vehicle,NA,NA,NA,NA,Yes,3,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Bath, ME",Both: made meals and ate out,NA,Fast Casual,NA,NA,1,NA,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,NA,I’m a raptor junkie :),Intermediate birder (can identify >100 but <300 bird species without a field guide),15,Yes,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13293593090,414399709,2022-01-28T16:33:49Z,2022-01-28T16:40:14Z,208.117.89.89,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,16-Jan-22,"Pemaquid (Bristol), Maine",One,No,4551,90,Private vehicle,NA,NA,NA,NA,No,0,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,na,Packed food for all meals,NA,NA,NA,na,0,NA,NA,NA,NA,NA,NA,NA,I don't keep bird lists,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Beginner birder (can identify <100 bird species without a field guide),"all my life, but casually",No,1.5,1.50,na,,0,0.00,0,0.00,Yes,No,No,No,No,No,55-64,Woman,NA,White or Caucasian,Single,NA,25,Master's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",No,Yes,hiking nearby (which is also nearby my home!),NA,NA,No,Very likely,No,No,na,No,Yes,100,NA,NA,I feel lucky that it has been hanging out within 20 miles of my home!
13293502826,414399709,2022-01-28T15:49:39Z,2022-01-28T16:13:28Z,172.58.188.106,"I agree, start questionnaire",I understand,Yes,Yes,No,Friend,NA,No,I did not see the eagle,NA,"Boothbay Harbor, Maine",One,Yes,20003,NA,NA,Rental vehicle,Plane,NA,NA,Yes,Two. Myself and a friend,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,"Bath, Maine",Both: made meals and ate out,Fast food,NA,NA,We bought food at local grocery store and fixed it in our hotel kitchenette.,1,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),44 years,Yes,$50 ,50.00,$400 ,400.00,$200 ,200.00,$185 ,185.00,Yes,No,No,No,No,No,65+,Woman,NA,White or Caucasian,Single,NA,Retired,Master's degree or equivalent,NA,Retired,1-3 times,Yes,Yes,Hiking,Scenic drives,NA,No,Very unlikely,Yes,No,NA,No,No,35,NA,NA,"Your question on how much I would pay is too open ended. It depends on what the money would be used for. I would pay to see a rare bird if money went to conersvation, went to a home owner who was feeding the bird than to a commercial, profit making enterprise.  I donated $50 to Maine Audubon in honor of the eagle even though I did not see it.  I was planning to stay for a week to try to see the bird but the blizzard forecast sent me home early. The questions were framed on Haven seen the bird.  Many people went and did not see it so you are missing their responses. You also should have differentiated between money spent on national chains versus local companies. You could have asked if anyone did any shopping such as stopping by LL Bean, taking home a lobster, etc. answers skewed by covid. Normally, I would have eaten most of my meals out but due to covid took advantage of the rooms kitchenette to grocery shop and prepare meals in the room."
13293531832,414399709,2022-01-28T16:03:02Z,2022-01-28T16:11:25Z,71.161.201.166,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,21-Jan-22,"South Bristol, Maine",Two,Yes,4352,25,Private vehicle,NA,NA,NA,NA,Yes,2,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Primarily ate out (dine-in and/or take-out),NA,NA,Sit down,NA,1,Life list,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),15,Yes,45,45.00,NA,,60,60.00,0,0.00,Yes,No,No,No,No,No,25-34,Man,NA,White or Caucasian,Single,NA,16,Master's degree or equivalent,NA,Employed - part time,"Less than once a year, on average",No,No,NA,NA,NA,No,Likely,No,No,NA,No,No,70,120,NA,NA
13293497033,414399709,2022-01-28T15:47:48Z,2022-01-28T15:56:58Z,206.85.224.15,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,January 2 2022,Georgetown ME,One,Yes,4932,20,Private vehicle,NA,NA,NA,NA,No,Na,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,Na,Packed food for all meals,NA,NA,NA,Na,0,Life list,NA,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,Wildlife photography,Rarity of the species,"The species occurring outside of its usual area (i.e., ""vagrant birds"")",Adding a species to your life list,Unlikely you would encounter the bird again,NA,Intermediate birder (can identify >100 but <300 bird species without a field guide),10,No,$60 ,60.00,Na,,Na,,Na,,Yes,Yes,No,No,No,No,25-34,Woman,NA,White or Caucasian,Single,NA,13.75,Bachelor's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,No,Na,NA,NA,No,Neither likely nor unlikely,Yes,Yes,iNaturalist,No,Yes,40-80,NA,NA,NA
13293405688,414399709,2022-01-28T15:07:22Z,2022-01-28T15:15:39Z,73.73.227.65,"I agree, start questionnaire",I understand,Yes,Yes,No,Facebook page,NA,Yes,Yes,09-Jan-22,"Boothbay Harbor, Maine",Two,Yes,7430,2,Private vehicle,NA,NA,NA,NA,No,0,Yes,Yes,1,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,4538,Primarily ate out (dine-in and/or take-out),NA,Fast Casual,NA,NA,1,Life list,Country list,State list,NA,County list,NA,NA,NA,NA,NA,Rarity of the species,NA,NA,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),0.5,No,300,300.00,NA,,20,20.00,100,100.00,Yes,Yes,Yes,Yes,Yes,Yes,18-24,Man,NA,White or Caucasian,Single,NA,20,Bachelor's degree or equivalent,NA,Employed - part time,"Less than once a year, on average",Yes,Yes,Visited local parks to bird,NA,NA,No,Very likely,Yes,No,NA,Yes,Yes,1,NA,NA,NA
13293325048,414399709,2022-01-28T14:34:09Z,2022-01-28T14:39:42Z,72.227.109.56,"I agree, start questionnaire",I understand,Yes,Yes,No,Twitter post,NA,Yes,Yes,31-Dec,"Georgetown, ME",One,Yes,4062,40,Private vehicle,NA,NA,NA,NA,Yes,1,Yes,No,0,NA,NA,NA,NA,NA,I did not use accommodations,NA,NA,Packed food for all meals,NA,NA,NA,did not eat out,0,Life list,Country list,State list,NA,NA,NA,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),10,Yes,$45 ,45.00,NA,,NA,,NA,,Yes,Yes,Yes,Yes,Yes,No,25-34,Woman,NA,White or Caucasian,Married,NA,38,Master's degree or equivalent,NA,Employed - full time,"Less than once a year, on average",Yes,Yes,Reid State Park birding nearby,NA,NA,No,Very likely,Yes,No,NA,Yes,Yes,100+,NA,NA,I already went back to Georgetown once after seeing the eagle because it was so beautiful. Also took others back to Reid State Park after visiting during my eagle trip.
13293303310,414399709,2022-01-28T12:35:37Z,2022-01-28T14:38:37Z,75.69.37.238,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,Yes,Yes,31-Dec-21,"Georgetown, Maine",One,Yes,5452,60,Private vehicle,NA,NA,NA,NA,No,NA,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,Brought own snacks but ate main meals out,NA,Fast Casual,NA,NA,2,Life list,Country list,State list,NA,County list,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,NA,Unlikely you would encounter the bird again,To do something fun during the pandemic,Expert birder (can identify >300 bird species without a field guide),20,Yes,$60 ,60.00,NA,,$60 ,60.00,0,0.00,Yes,Yes,No,No,No,No,55-64,Woman,NA,White or Caucasian,Married,NA,0,Bachelor's degree or equivalent,NA,Retired,4-7 times,Yes,No,NA,NA,NA,No,Very likely,Yes,No,NA,No,Yes,150,NA,NA,We would have stayed longer if it hadn’t been New Year’s Eve. We would have done more birding if it hadn’t been so cold/winter.
13293294465,414399709,2022-01-28T14:21:09Z,2022-01-28T14:31:51Z,172.58.216.29,"I agree, start questionnaire",I understand,Yes,Yes,No,eBird,NA,No,Yes,NA,Boothbay and surrounding area,One,Yes,76028,0,Private vehicle,NA,NA,NA,NA,No,NA,Yes,Yes,2,NA,Hotel/Motel/Inn,NA,NA,NA,NA,NA,Brunswick,Both: made meals and ate out,NA,NA,Sit down,NA,2,Life list,Country list,NA,NA,NA,I only keep lists on eBird,NA,NA,NA,NA,Rarity of the species,NA,Adding a species to your life list,Unlikely you would encounter the bird again,NA,Expert birder (can identify >300 bird species without a field guide),26 years,Yes,NA,,Na,,60,60.00,170,170.00,Yes,Yes,No,No,No,No,55-64,Woman,NA,White or Caucasian,Married,NA,NA,High School,NA,Unemployed,1-3 times,Yes,No,NA,NA,NA,No,Neither likely nor unlikely,Yes,No,NA,No,No,40,20,10,NA
