S/Transect,Quadra,SpCode,DKH,code,Base stems,Basal area (sq cm),Hmin,Hmax,CanDepth,Crwn D1,Crwn D2,CrwnDiam,slope,Soiltex,Elev (m),Trcov (%),Shcov (%),Hcov (%),Bare (%),CanArea =  ?r² ,CanArea     = ?D1D2/4 ,Diff,CanVol 
L1,L166,ACACME,5.5,,b,23.75,1.16,3.63,2.47,6.1,3.62,4.86,2,3,1652,10,5,96,4,18.54,17.33,1.21,28.54
L1,L166,ACACME,5.5,,b,23.75,1.16,3.63,2.47,6.1,3.62,4.86,2,3,1652,10,5,96,4,18.54,17.33,1.21,28.54
L1,L166,ACACME,5,M,M,19.63,0.6,2.41,1.81,4.73,2.48,3.61,2,3,1652,10,5,96,4,10.2,9.21,0.99,11.11
L1,L166,ACACET,7.8,M,M,47.76,0.66,2.79,2.13,5.58,3.7,4.64,2,3,1652,10,5,96,4,16.9,16.21,0.69,23.01
L1,L166,ACACME,8,M,M,50.24,0.89,3.62,2.73,2.57,2.25,2.41,2,3,1652,10,5,96,4,4.56,4.54,0.02,8.26
L1,L166,ACACME,4.6,,b,16.61,0.89,3.62,2.73,2.57,2.25,2.41,2,3,1652,10,5,96,4,4.56,4.54,0.02,8.26
L1,L166,ACACME,7.5,,b,44.16,0.89,3.62,2.73,2.57,2.25,2.41,2,3,1652,10,5,96,4,4.56,4.54,0.02,8.26
L1,L166,ACACTO,2.5,M,M,4.91,0.6,1.01,0.41,2.29,1.79,2.04,2,3,1652,10,5,96,4,3.27,3.22,0.05,0.88
L1,L166,ACACTO,1.9,,b,2.83,0.6,1.01,0.41,2.29,1.79,2.04,2,3,1652,10,5,96,4,3.27,3.22,0.05,0.88
L1,L166,ACACTO,2.1,,b,3.46,0.6,1.01,0.41,2.29,1.79,2.04,2,3,1652,10,5,96,4,3.27,3.22,0.05,0.88
L1,L167,ACACTO,2.3,M,M,4.15,0.12,0.88,0.76,2.36,1.22,1.79,2,3,1655,5,5,96,4,2.52,2.26,0.26,1.15
L1,L167,ACACTO,1.9,,b,2.83,0.12,0.88,0.76,2.36,1.22,1.79,2,3,1655,5,5,96,4,2.52,2.26,0.26,1.15
L1,L167,ACACTO,3.6,M,M,10.17,0.38,1.59,1.21,3.16,2.24,2.7,2,3,1655,5,5,96,4,5.72,5.56,0.17,4.48
L1,L167,ACACTO,2.4,,b,4.52,0.38,1.59,1.21,3.16,2.24,2.7,2,3,1655,5,5,96,4,5.72,5.56,0.17,4.48
L1,L167,ACACTO,1.6,,b,2.01,0.38,1.59,1.21,3.16,2.24,2.7,2,3,1655,5,5,96,4,5.72,5.56,0.17,4.48
L1,L167,ACACTO,2.6,,b,5.31,0.38,1.59,1.21,3.16,2.24,2.7,2,3,1655,5,5,96,4,5.72,5.56,0.17,4.48
L1,L167,ACACME,1.9,M,M,2.83,0.4,1.5,1.1,1.95,1.55,1.75,2,3,1655,5,5,96,4,2.4,2.37,0.03,1.74
L1,L167,ACACME,1.6,,b,2.01,0.4,1.5,1.1,1.95,1.55,1.75,2,3,1655,5,5,96,4,2.4,2.37,0.03,1.74
L1,L167,ACACME,7.7,M,M,46.54,1,3.38,2.38,2.72,3.82,3.27,2,3,1655,5,5,96,4,8.39,8.16,0.24,12.94
L1,L168,ACACME,8.5,M,M,56.72,0.5,3.91,3.41,3.19,5.76,4.48,2,3,1653,15,1,90,10,15.72,14.42,1.3,32.79
L1,L168,ACACME,6.5,,b,33.17,0.5,3.91,3.41,3.19,5.76,4.48,2,3,1653,15,1,90,10,15.72,14.42,1.3,32.79
L1,L168,ACACME,6.7,,b,35.24,0.5,3.91,3.41,3.19,5.76,4.48,2,3,1653,15,1,90,10,15.72,14.42,1.3,32.79
L1,L168,ACACME,11.3,M,M,100.24,0.77,4.27,3.5,2.8,4.89,3.85,2,3,1653,15,1,90,10,11.61,10.75,0.86,25.08
L1,L168,ACACME,6.3,,b,31.16,0.77,4.27,3.5,2.8,4.89,3.85,2,3,1653,15,1,90,10,11.61,10.75,0.86,25.08
L1,L168,ACACME,8.1,,b,51.50,0.77,4.27,3.5,2.8,4.89,3.85,2,3,1653,15,1,90,10,11.61,10.75,0.86,25.08
L1,L168,ACACME,2.7,,b,5.72,0.77,4.27,3.5,2.8,4.89,3.85,2,3,1653,15,1,90,10,11.61,10.75,0.86,25.08
L1,L168,ACACME,5.4,M,M,22.89,0.6,1.22,0.62,1.1,1.1,1.1,2,3,1653,15,1,90,10,0.95,0.95,0,0.39
L1,L168,ACACME,4.3,,b,14.51,0.6,1.22,0.62,1.1,1.1,1.1,2,3,1653,15,1,90,10,0.95,0.95,0,0.39
L1,L168,ACACME,4.6,,b,16.61,0.6,1.22,0.62,1.1,1.1,1.1,2,3,1653,15,1,90,10,0.95,0.95,0,0.39
L1,L168,ACACME,6,,b,28.26,0.6,1.22,0.62,1.1,1.1,1.1,2,3,1653,15,1,90,10,0.95,0.95,0,0.39
L1,L168,ACACET,3.6,M,M,10.17,0.5,1.64,1.14,3.2,3.57,3.39,2,3,1653,15,1,90,10,8.99,8.97,0.03,6.82
L1,L168,ACACET,2.9,,b,6.60,0.5,1.64,1.14,3.2,3.57,3.39,2,3,1653,15,1,90,10,8.99,8.97,0.03,6.82
L1,L168,ACACTO,11.3,M,M,100.24,1.73,4.22,2.49,2.73,2.54,2.64,2,3,1653,15,1,90,10,5.45,5.44,0.01,9.04
L1,L168,ACACET,2.7,M,M,5.72,0.46,1.51,1.05,1.82,1.22,1.52,2,3,1653,15,1,90,10,1.81,1.74,0.07,1.22
L1,L168,ACACTO,7.8,M,M,47.76,1.7,2.4,0.7,4.75,2.97,3.86,2,3,1653,15,1,90,10,11.7,11.07,0.62,5.17
L1,L168,ACACTO,7.1,,b,39.57,1.7,2.4,0.7,4.75,2.97,3.86,2,3,1653,15,1,90,10,11.7,11.07,0.62,5.17
L1,L168,ACACME,8.3,M,M,54.08,0.3,1.79,1.49,6.69,1.8,4.25,2,3,1653,15,1,90,10,14.15,9.45,4.69,9.39
L1,L168,ACACME,8,,b,50.24,0.3,1.79,1.49,6.69,1.8,4.25,2,3,1653,15,1,90,10,14.15,9.45,4.69,9.39
L1,L169,ACACTO,2.3,M,M,4.15,0.54,0.9,0.36,2.62,2.57,2.6,1,3,1652,10,5,98.5,1.5,5.29,5.29,0,1.27
L1,L169,ACACTO,1.8,,b,2.54,0.54,0.9,0.36,2.62,2.57,2.6,1,3,1652,10,5,98.5,1.5,5.29,5.29,0,1.27
L1,L169,ACACTO,7.3,M,M,41.83,0.7,3.14,2.44,3.66,4.51,4.09,1,3,1652,10,5,98.5,1.5,13.1,12.96,0.14,21.08
L1,L169,ACACTO,7,,b,38.47,0.7,3.14,2.44,3.66,4.51,4.09,1,3,1652,10,5,98.5,1.5,13.1,12.96,0.14,21.08
L1,L169,ACACME,3.3,M,M,8.55,0.47,1.69,1.22,1.88,0.7,1.29,1,3,1652,10,5,98.5,1.5,1.31,1.03,0.27,0.84
L1,L169,ACACME,2.4,,b,4.52,0.47,1.69,1.22,1.88,0.7,1.29,1,3,1652,10,5,98.5,1.5,1.31,1.03,0.27,0.84
L1,L169,ACACME,8.9,M,M,62.18,0.89,3.17,2.28,3.36,4.3,3.83,1,3,1652,10,5,98.5,1.5,11.52,11.34,0.17,17.24
L1,L169,ACACME,8.1,,b,51.50,0.89,3.17,2.28,3.36,4.3,3.83,1,3,1652,10,5,98.5,1.5,11.52,11.34,0.17,17.24
L1,L169,ACACME,7.9,M,M,48.99,0.8,3.51,2.71,2.76,2.42,2.59,1,3,1652,10,5,98.5,1.5,5.27,5.24,0.02,9.47
L1,L169,ACACTO,5.9,M,M,27.33,0.76,1.62,0.86,3,2.59,2.8,1,3,1652,10,5,98.5,1.5,6.13,6.1,0.03,3.5
L1,L169,ACACTO,4.4,,b,15.20,0.76,1.62,0.86,3,2.59,2.8,1,3,1652,10,5,98.5,1.5,6.13,6.1,0.03,3.5
L1,L171,ACACTO,23.5,M,M,433.52,1.22,4.16,2.94,8.25,7.41,7.83,1,3,1651,8,2,96,4,48.13,47.99,0.14,94.06
L1,L171,ACACTO,11.6,,b,105.63,1.22,4.16,2.94,8.25,7.41,7.83,1,3,1651,8,2,96,4,48.13,47.99,0.14,94.06
L1,L171,ACACTO,7.9,M,M,48.99,0.96,2.63,1.67,3.69,2.87,3.28,1,3,1651,8,2,96,4,8.45,8.31,0.13,9.26
L1,L171,ACACTO,2.9,,b,6.60,0.96,2.63,1.67,3.69,2.87,3.28,1,3,1651,8,2,96,4,8.45,8.31,0.13,9.26
L1,L171,ACACTO,3.7,M,M,10.75,0.51,1.2,0.69,2.44,2.66,2.55,1,3,1651,8,2,96,4,5.1,5.09,0.01,2.34
L1,L171,ACACTO,1.8,,b,2.54,0.51,1.2,0.69,2.44,2.66,2.55,1,3,1651,8,2,96,4,5.1,5.09,0.01,2.34
L1,L171,ACACTO,3.1,,b,7.54,0.51,1.2,0.69,2.44,2.66,2.55,1,3,1651,8,2,96,4,5.1,5.09,0.01,2.34
L1,L171,ACACTO,7.9,M,M,48.99,1.05,3.26,2.21,3.36,3.41,3.39,1,3,1651,8,2,96,4,8.99,8.99,0,13.25
L1,L171,ACACTO,5.7,,b,25.50,1.05,3.26,2.21,3.36,3.41,3.39,1,3,1651,8,2,96,4,8.99,8.99,0,13.25
L1,L171,ACACTO,1.8,,b,2.54,1.05,3.26,2.21,3.36,3.41,3.39,1,3,1651,8,2,96,4,8.99,8.99,0,13.25
L1,L171,ACACTO,3.7,M,M,10.75,0.7,1.65,0.95,1.56,1.63,1.6,1,3,1651,8,2,96,4,2,2,0,1.26
L1,L171,ACACTO,3,,b,7.07,0.7,1.65,0.95,1.56,1.63,1.6,1,3,1651,8,2,96,4,2,2,0,1.26
L1,L171,ACACTO,2.6,,b,5.31,0.7,1.65,0.95,1.56,1.63,1.6,1,3,1651,8,2,96,4,2,2,0,1.26
L1,L171,ACACTO,1.7,,b,2.27,0.7,1.65,0.95,1.56,1.63,1.6,1,3,1651,8,2,96,4,2,2,0,1.26
L1,L172,ACACME,9.2,M,M,66.44,0.4,1.21,0.81,2.94,1.94,2.44,2,5,1649,15,0,30,70,4.67,4.48,0.2,2.42
L1,L172,ACACME,4.5,,b,15.90,0.4,1.21,0.81,2.94,1.94,2.44,2,5,1649,15,0,30,70,4.67,4.48,0.2,2.42
L1,L172,ACACME,3.4,M,M,9.07,0.6,2.1,1.5,2.62,2.81,2.72,2,5,1649,15,0,30,70,5.79,5.78,0.01,5.78
L1,L172,ACACME,2.1,,b,3.46,0.6,2.1,1.5,2.62,2.81,2.72,2,5,1649,15,0,30,70,5.79,5.78,0.01,5.78
L1,L172,ACACME,2.3,,b,4.15,0.6,2.1,1.5,2.62,2.81,2.72,2,5,1649,15,0,30,70,5.79,5.78,0.01,5.78
L1,L172,ACACTO,9.5,M,M,70.85,1.15,2.17,1.02,3.03,2.6,2.82,2,5,1649,15,0,30,70,6.22,6.18,0.04,4.21
L1,L172,ACACTO,1.6,,b,2.01,1.15,2.17,1.02,3.03,2.6,2.82,2,5,1649,15,0,30,70,6.22,6.18,0.04,4.21
L1,L172,ACACTO,2.5,,b,4.91,1.15,2.17,1.02,3.03,2.6,2.82,2,5,1649,15,0,30,70,6.22,6.18,0.04,4.21
L1,L172,ACACME,16.7,M,M,218.93,0.9,3.84,2.94,4.61,4.35,4.48,2,5,1649,15,0,30,70,15.76,15.74,0.01,30.85
L1,L172,ACACME,11.1,,b,96.72,0.9,3.84,2.94,4.61,4.35,4.48,2,5,1649,15,0,30,70,15.76,15.74,0.01,30.85
L1,L172,ACACME,3.2,,b,8.04,0.9,3.84,2.94,4.61,4.35,4.48,2,5,1649,15,0,30,70,15.76,15.74,0.01,30.85
L1,L172,ACACME,10.5,,b,86.55,0.9,3.84,2.94,4.61,4.35,4.48,2,5,1649,15,0,30,70,15.76,15.74,0.01,30.85
L1,L172,ACACTO,4.5,M,M,15.90,0.75,1.89,1.14,3.36,3.62,3.49,2,5,1649,15,0,30,70,9.56,9.55,0.01,7.26
L1,L172,ACACTO,3.5,,b,9.62,0.75,1.89,1.14,3.36,3.62,3.49,2,5,1649,15,0,30,70,9.56,9.55,0.01,7.26
L1,L172,ACACTO,2.4,,b,4.52,0.75,1.89,1.14,3.36,3.62,3.49,2,5,1649,15,0,30,70,9.56,9.55,0.01,7.26
L1,L172,ACACTO,2.5,,b,4.91,0.75,1.89,1.14,3.36,3.62,3.49,2,5,1649,15,0,30,70,9.56,9.55,0.01,7.26
L1,L172,ACACTO,2.6,,b,5.31,0.75,1.89,1.14,3.36,3.62,3.49,2,5,1649,15,0,30,70,9.56,9.55,0.01,7.26
L1,L172,ACACTO,3.2,,b,8.04,0.75,1.89,1.14,3.36,3.62,3.49,2,5,1649,15,0,30,70,9.56,9.55,0.01,7.26
L1,L172,ACACTO,2.9,,b,6.60,0.75,1.89,1.14,3.36,3.62,3.49,2,5,1649,15,0,30,70,9.56,9.55,0.01,7.26
L1,L172,ACACME,14.5,M,M,165.05,0.71,2.88,2.17,5.2,5.79,5.5,2,5,1649,15,0,30,70,23.7,23.63,0.07,34.19
L1,L172,ACACME,6.6,,b,34.19,0.71,2.88,2.17,5.2,5.79,5.5,2,5,1649,15,0,30,70,23.7,23.63,0.07,34.19
L1,L172,ACACME,10.5,,b,86.55,0.71,2.88,2.17,5.2,5.79,5.5,2,5,1649,15,0,30,70,23.7,23.63,0.07,34.19
L1,L172,ACACME,9.6,,b,72.35,0.71,2.88,2.17,5.2,5.79,5.5,2,5,1649,15,0,30,70,23.7,23.63,0.07,34.19
L1,L173,ACACTO,8.3,M,M,54.08,0.9,2.56,1.66,3.51,3.79,3.65,2,5,1646,12,3,60,40,10.46,10.44,0.02,11.56
L1,L173,ACACTO,3.7,,b,10.75,0.9,2.56,1.66,3.51,3.79,3.65,2,5,1646,12,3,60,40,10.46,10.44,0.02,11.56
L1,L173,ACACME,2.1,M,M,3.46,0.4,1.7,1.3,2.57,2.53,2.55,2,5,1646,12,3,60,40,5.1,5.1,0,4.42
L1,L173,ACACME,2.1,,b,3.46,0.4,1.7,1.3,2.57,2.53,2.55,2,5,1646,12,3,60,40,5.1,5.1,0,4.42
L1,L173,ACACME,1.9,,b,2.83,0.4,1.7,1.3,2.57,2.53,2.55,2,5,1646,12,3,60,40,5.1,5.1,0,4.42
L1,L173,ACACME,1.7,,b,2.27,0.4,1.7,1.3,2.57,2.53,2.55,2,5,1646,12,3,60,40,5.1,5.1,0,4.42
L1,L173,ACACTO,11.2,M,M,98.47,0.65,3.86,3.21,5.29,3.89,4.59,2,5,1646,12,3,60,40,16.54,16.15,0.38,34.57
L1,L173,ACACTO,6.7,,b,35.24,0.65,3.86,3.21,5.29,3.89,4.59,2,5,1646,12,3,60,40,16.54,16.15,0.38,34.57
L1,L173,ACACTO,8.4,,b,55.39,0.65,3.86,3.21,5.29,3.89,4.59,2,5,1646,12,3,60,40,16.54,16.15,0.38,34.57
L1,L173,ACACTO,8.2,M,M,52.78,0.93,2.15,1.22,3.63,4.24,3.94,2,5,1646,12,3,60,40,12.16,12.08,0.07,9.83
L1,L173,ACACTO,7.5,,b,44.16,0.93,2.15,1.22,3.63,4.24,3.94,2,5,1646,12,3,60,40,12.16,12.08,0.07,9.83
L1,L173,ACACTO,2.6,,b,5.31,0.93,2.15,1.22,3.63,4.24,3.94,2,5,1646,12,3,60,40,12.16,12.08,0.07,9.83
L1,L173,ACACME,9.9,M,M,76.94,0.4,2.94,2.54,2.49,2.78,2.64,2,5,1646,12,3,60,40,5.45,5.43,0.02,9.2
L1,L173,ACACME,7.6,,b,45.34,0.4,2.94,2.54,2.49,2.78,2.64,2,5,1646,12,3,60,40,5.45,5.43,0.02,9.2
L1,L173,ACACME,2.3,,b,4.15,0.4,2.94,2.54,2.49,2.78,2.64,2,5,1646,12,3,60,40,5.45,5.43,0.02,9.2
L1,L173,ACACTO,9.7,M,M,73.86,0.48,3.3,2.82,4.48,4.5,4.49,2,5,1646,12,3,60,40,15.83,15.83,0,29.75
L1,L173,ACACTO,8.1,,b,51.50,0.48,3.3,2.82,4.48,4.5,4.49,2,5,1646,12,3,60,40,15.83,15.83,0,29.75
L1,L173,ACACET,2.5,M,M,4.91,0.2,1.22,1.02,1.68,1.22,1.45,2,5,1646,12,3,60,40,1.65,1.61,0.04,1.09
L1,L173,ACACET,2.4,,b,4.52,0.2,1.22,1.02,1.68,1.22,1.45,2,5,1646,12,3,60,40,1.65,1.61,0.04,1.09
L1,L173,ACACET,1.7,,b,2.27,0.2,1.22,1.02,1.68,1.22,1.45,2,5,1646,12,3,60,40,1.65,1.61,0.04,1.09
L1,L173,ACACME,5.6,M,M,24.62,0.33,2.19,1.86,2.55,3.44,3,2,5,1646,12,3,60,40,7.04,6.89,0.16,8.54
L1,L173,ACACME,4.5,,b,15.90,0.33,2.19,1.86,2.55,3.44,3,2,5,1646,12,3,60,40,7.04,6.89,0.16,8.54
L1,L173,ACACME,2.3,,b,4.15,0.33,2.19,1.86,2.55,3.44,3,2,5,1646,12,3,60,40,7.04,6.89,0.16,8.54
L1,L173,ACACME,2.6,,b,5.31,0.33,2.19,1.86,2.55,3.44,3,2,5,1646,12,3,60,40,7.04,6.89,0.16,8.54
L1,L174,ACACTO,10.1,M,M,80.08,0.4,8.7,8.3,3.53,3.46,3.5,2,3,1643,3,5,90,10,9.59,9.59,0,53.05
L1,L174,ACACTO,8.9,,b,62.18,0.4,8.7,8.3,3.53,3.46,3.5,2,3,1643,3,5,90,10,9.59,9.59,0,53.05
L1,L174,ACACTO,1.9,,b,2.83,0.4,8.7,8.3,3.53,3.46,3.5,2,3,1643,3,5,90,10,9.59,9.59,0,53.05
L1,L174,ACACET,2.8,M,M,6.15,0.7,1.55,0.85,1.69,1.59,1.64,2,3,1643,3,5,90,10,2.11,2.11,0,1.2
L1,L174,ACACET,2.6,,b,5.31,0.7,1.55,0.85,1.69,1.59,1.64,2,3,1643,3,5,90,10,2.11,2.11,0,1.2
L1,L174,ACACET,2.3,,b,4.15,0.7,1.55,0.85,1.69,1.59,1.64,2,3,1643,3,5,90,10,2.11,2.11,0,1.2
L1,L174,ACACET,2.9,M,M,6.60,0.86,1.22,0.36,1.22,1.1,1.16,2,3,1643,3,5,90,10,1.06,1.05,0,0.25
L1,L174,ACACET,2,,b,3.14,0.86,1.22,0.36,1.22,1.1,1.16,2,3,1643,3,5,90,10,1.06,1.05,0,0.25
L1,L174,ACACET,2.1,,b,3.46,0.86,1.22,0.36,1.22,1.1,1.16,2,3,1643,3,5,90,10,1.06,1.05,0,0.25
L1,L174,ACACET,5.3,M,M,22.05,0.6,2.35,1.75,2.04,1.75,1.9,2,3,1643,3,5,90,10,2.82,2.8,0.02,3.27
L1,L174,ACACTO,2.3,M,M,4.15,0.04,0.66,0.62,2.3,1.1,1.7,2,3,1643,3,5,90,10,2.27,1.99,0.28,0.82
L1,L174,ACACTO,1.7,,b,2.27,0.04,0.66,0.62,2.3,1.1,1.7,2,3,1643,3,5,90,10,2.27,1.99,0.28,0.82
L1,L174,ACACTO,1.5,,b,1.77,0.04,0.66,0.62,2.3,1.1,1.7,2,3,1643,3,5,90,10,2.27,1.99,0.28,0.82
L1,L175,ACACET,4.4,M,M,15.20,0.8,2.45,1.65,2.3,2.41,2.36,2,5,1642,40,3,50,50,4.35,4.35,0,4.79
L1,L175,ACACET,2.7,,b,5.72,0.8,2.45,1.65,2.3,2.41,2.36,2,5,1642,40,3,50,50,4.35,4.35,0,4.79
L1,L175,ACACET,3.2,,b,8.04,0.8,2.45,1.65,2.3,2.41,2.36,2,5,1642,40,3,50,50,4.35,4.35,0,4.79
L1,L175,ACACET,5,M,M,19.63,0.8,2.64,1.84,2.14,2.33,2.24,2,5,1642,40,3,50,50,3.92,3.91,0.01,4.8
L1,L175,ACACET,1.5,,b,1.77,0.8,2.64,1.84,2.14,2.33,2.24,2,5,1642,40,3,50,50,3.92,3.91,0.01,4.8
L1,L175,ACACET,3.1,,b,7.54,0.8,2.64,1.84,2.14,2.33,2.24,2,5,1642,40,3,50,50,3.92,3.91,0.01,4.8
L1,L175,ACACET,1.3,,b,1.33,0.8,2.64,1.84,2.14,2.33,2.24,2,5,1642,40,3,50,50,3.92,3.91,0.01,4.8
L1,L175,ACACET,2.4,,b,4.52,0.8,2.64,1.84,2.14,2.33,2.24,2,5,1642,40,3,50,50,3.92,3.91,0.01,4.8
L1,L175,ACACET,5.1,M,M,20.42,0.9,2.4,1.5,2.45,2.45,2.45,2,5,1642,40,3,50,50,4.71,4.71,0,4.71
L1,L175,ACACET,1.9,,b,2.83,0.9,2.4,1.5,2.45,2.45,2.45,2,5,1642,40,3,50,50,4.71,4.71,0,4.71
L1,L175,ACACET,3.5,,b,9.62,0.9,2.4,1.5,2.45,2.45,2.45,2,5,1642,40,3,50,50,4.71,4.71,0,4.71
L1,L175,ACACET,1.5,,b,1.77,0.9,2.4,1.5,2.45,2.45,2.45,2,5,1642,40,3,50,50,4.71,4.71,0,4.71
L1,L175,ACACET,2.1,,b,3.46,0.9,2.4,1.5,2.45,2.45,2.45,2,5,1642,40,3,50,50,4.71,4.71,0,4.71
L1,L175,ACACET,1.5,,b,1.77,0.9,2.4,1.5,2.45,2.45,2.45,2,5,1642,40,3,50,50,4.71,4.71,0,4.71
L1,L175,ACACET,4,,b,12.56,0.9,2.4,1.5,2.45,2.45,2.45,2,5,1642,40,3,50,50,4.71,4.71,0,4.71
L1,L175,ACACET,5.5,M,M,23.75,0.5,2.56,2.06,2.3,2.06,2.18,2,5,1642,40,3,50,50,3.73,3.72,0.01,5.11
L1,L175,ACACET,2.7,,b,5.72,0.5,2.56,2.06,2.3,2.06,2.18,2,5,1642,40,3,50,50,3.73,3.72,0.01,5.11
L1,L175,ACACET,4.3,,b,14.51,0.5,2.56,2.06,2.3,2.06,2.18,2,5,1642,40,3,50,50,3.73,3.72,0.01,5.11
L1,L175,ACACET,7.8,M,M,47.76,0.9,3.43,2.53,2.59,2.6,2.6,2,5,1642,40,3,50,50,5.29,5.29,0,8.92
L1,L175,ACACET,6.5,M,M,33.17,0.7,3.04,2.34,2.68,2.46,2.57,2,5,1642,40,3,50,50,5.18,5.18,0.01,8.07
L1,L175,ACACET,2.3,,b,4.15,0.7,3.04,2.34,2.68,2.46,2.57,2,5,1642,40,3,50,50,5.18,5.18,0.01,8.07
L1,L175,ACACET,2.4,M,M,4.52,0.9,1.88,0.98,1.91,1.61,1.76,2,5,1642,40,3,50,50,2.43,2.41,0.02,1.58
L1,L175,ACACET,2.2,,b,3.80,0.9,1.88,0.98,1.91,1.61,1.76,2,5,1642,40,3,50,50,2.43,2.41,0.02,1.58
L1,L175,ACACET,1.4,,b,1.54,0.9,1.88,0.98,1.91,1.61,1.76,2,5,1642,40,3,50,50,2.43,2.41,0.02,1.58
L1,L175,ACACET,2.1,,b,3.46,0.9,1.88,0.98,1.91,1.61,1.76,2,5,1642,40,3,50,50,2.43,2.41,0.02,1.58
L1,L175,ACACET,4.5,M,M,15.90,0.8,2.26,1.46,2.57,2.3,2.44,2,5,1642,40,3,50,50,4.65,4.64,0.01,4.52
L1,L175,ACACET,3.9,,b,11.94,0.8,2.26,1.46,2.57,2.3,2.44,2,5,1642,40,3,50,50,4.65,4.64,0.01,4.52
L1,L175,ACACET,2.4,,b,4.52,0.8,2.26,1.46,2.57,2.3,2.44,2,5,1642,40,3,50,50,4.65,4.64,0.01,4.52
L1,L175,ACACET,3.5,M,M,9.62,0.75,1.97,1.22,2.03,1.9,1.97,2,5,1642,40,3,50,50,3.03,3.03,0,2.46
L1,L175,ACACET,2.2,,b,3.80,0.75,1.97,1.22,2.03,1.9,1.97,2,5,1642,40,3,50,50,3.03,3.03,0,2.46
L1,L175,ACACET,2.3,,b,4.15,0.75,1.97,1.22,2.03,1.9,1.97,2,5,1642,40,3,50,50,3.03,3.03,0,2.46
L1,L175,ACACET,2.7,,b,5.72,0.75,1.97,1.22,2.03,1.9,1.97,2,5,1642,40,3,50,50,3.03,3.03,0,2.46
L1,L175,ACACET,3.7,M,M,10.75,1.1,4.22,3.12,2.3,1.9,2.1,2,5,1642,40,3,50,50,3.46,3.43,0.03,7.14
L1,L175,ACACET,4.1,,b,13.20,1.1,4.22,3.12,2.3,1.9,2.1,2,5,1642,40,3,50,50,3.46,3.43,0.03,7.14
L1,L175,ACACET,3.3,M,M,8.55,0.5,1.95,1.45,1.79,1.22,1.51,2,5,1642,40,3,50,50,1.78,1.71,0.06,1.66
L1,L175,ACACET,1.4,,b,1.54,0.5,1.95,1.45,1.79,1.22,1.51,2,5,1642,40,3,50,50,1.78,1.71,0.06,1.66
L1,L175,ACACET,3.1,,b,7.54,0.5,1.95,1.45,1.79,1.22,1.51,2,5,1642,40,3,50,50,1.78,1.71,0.06,1.66
L1,L175,ACACET,5.5,M,M,23.75,0.5,2.2,1.7,2.06,1.88,1.97,2,5,1642,40,3,50,50,3.05,3.04,0.01,3.45
L1,L175,ACACET,2.1,,b,3.46,0.5,2.2,1.7,2.06,1.88,1.97,2,5,1642,40,3,50,50,3.05,3.04,0.01,3.45
L1,L175,ACACET,2,,b,3.14,0.5,2.2,1.7,2.06,1.88,1.97,2,5,1642,40,3,50,50,3.05,3.04,0.01,3.45
L1,L175,ACACET,2.3,,b,4.15,0.5,2.2,1.7,2.06,1.88,1.97,2,5,1642,40,3,50,50,3.05,3.04,0.01,3.45
L1,L175,ACACET,2,,b,3.14,0.5,2.2,1.7,2.06,1.88,1.97,2,5,1642,40,3,50,50,3.05,3.04,0.01,3.45
L1,L175,ACACET,2.9,M,M,6.60,0.6,1.98,1.38,2.3,2.5,2.4,2,5,1642,40,3,50,50,4.52,4.51,0.01,4.15
L1,L175,ACACET,2.7,,b,5.72,0.6,1.98,1.38,2.3,2.5,2.4,2,5,1642,40,3,50,50,4.52,4.51,0.01,4.15
L1,L175,ACACET,2.5,,b,4.91,0.6,1.98,1.38,2.3,2.5,2.4,2,5,1642,40,3,50,50,4.52,4.51,0.01,4.15
L1,L175,ACACET,2.3,,b,4.15,0.6,1.98,1.38,2.3,2.5,2.4,2,5,1642,40,3,50,50,4.52,4.51,0.01,4.15
L1,L175,ACACME,8.9,M,M,62.18,0.8,2.5,1.7,3.6,3.63,3.62,2,5,1642,40,3,50,50,10.26,10.26,0,11.63
L1,L175,ACACME,6.3,,b,31.16,0.8,2.5,1.7,3.6,3.63,3.62,2,5,1642,40,3,50,50,10.26,10.26,0,11.63
L1,L175,ACACME,6,,b,28.26,0.8,2.5,1.7,3.6,3.63,3.62,2,5,1642,40,3,50,50,10.26,10.26,0,11.63
L1,L175,ACACME,4.5,,b,15.90,0.8,2.5,1.7,3.6,3.63,3.62,2,5,1642,40,3,50,50,10.26,10.26,0,11.63
L1,L175,ACACME,7.4,,b,42.99,0.8,2.5,1.7,3.6,3.63,3.62,2,5,1642,40,3,50,50,10.26,10.26,0,11.63
L1,L175,ACACME,7.5,,b,44.16,0.8,2.5,1.7,3.6,3.63,3.62,2,5,1642,40,3,50,50,10.26,10.26,0,11.63
L1,L175,ACACME,4.4,,b,15.20,0.8,2.5,1.7,3.6,3.63,3.62,2,5,1642,40,3,50,50,10.26,10.26,0,11.63
L1,L175,ACACET,9.8,M,M,75.39,0.7,3.52,2.82,3.4,3.28,3.34,2,5,1642,40,3,50,50,8.76,8.75,0,16.46
L1,L175,ACACET,5.5,M,M,23.75,0.87,2.49,1.62,3.1,2.57,2.84,2,5,1642,40,3,50,50,6.31,6.25,0.06,6.75
L1,L175,ACACET,2.3,,b,4.15,0.87,2.49,1.62,3.1,2.57,2.84,2,5,1642,40,3,50,50,6.31,6.25,0.06,6.75
