Acacia etbaica biomas (y=53.506x -103.47 ; r2 = 0.68),,,,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CrwnDiam,slope,CanArea     = ?D1D2/4 ,CanVol ,Biomass
M2,M207,ACACET,11.4,,b,102.0186,0.9,4.15,3.25,5.94,2,25.85,56.01,506.4984
M2,M207,ACACET,10,,b,78.5,0.7,2,1.3,2.93,2,6.59,5.71,431.59
M2,M208,ACACET,12.7,M,M,126.61265,2.07,4.72,2.65,4.3,3,14.51,25.64,576.0562
M2,M208,ACACET,12.2,M,M,116.8394,1.82,4.32,2.5,5.72,3,25.65,42.75,549.3032
M2,M208,ACACET,12,,b,113.04,1.82,4.32,2.5,5.72,3,25.65,42.75,538.602
M2,M208,ACACET,10.7,,b,89.87465,1.82,4.32,2.5,5.72,3,25.65,42.75,469.0442
M2,M208,ACACET,13.3,M,M,138.85865,1.94,3.82,1.88,3.72,3,10.86,13.61,608.1598
M2,M208,ACACET,16.4,M,M,211.1336,0.8,3.25,2.45,5.39,3,22.56,36.84,774.0284
M2,M208,ACACET,10.6,,b,88.2026,0.8,3.25,2.45,5.39,3,22.56,36.84,463.6936
M2,M208,ACACET,4.6,M,M,16.6106,1.2,3.15,1.95,4.31,3,14.53,18.89,142.6576
M2,M208,ACACET,2.5,,b,4.90625,1.2,3.15,1.95,4.31,3,14.53,18.89,30.295
M2,M208,ACACET,8.4,M,M,55.3896,1.2,3.15,1.95,4.31,3,14.53,18.89,345.9804
M2,M208,ACACET,1.7,M,M,2.26865,1.2,3.15,1.95,4.31,3,14.53,18.89,-12.5098
M2,M208,ACACET,17.6,M,M,243.1616,1.6,3.98,2.38,4.25,3,14.17,22.49,838.2356
M2,M208,ACACET,1.4,M,M,1.5386,0.55,1.1,0.55,1,3,0.59,0.22,-28.5616
M2,M208,ACACET,1.4,,b,1.5386,0.55,1.1,0.55,1,3,0.59,0.22,-28.5616
M2,M208,ACACET,1,,b,0.785,0.55,1.1,0.55,1,3,0.59,0.22,-49.964
M2,M208,ACACET,1.1,,b,0.94985,0.55,1.1,0.55,1,3,0.59,0.22,-44.6134
M2,M208,ACACET,1.4,M,M,1.5386,0.35,1.4,1.05,1.35,3,1.41,0.99,-28.5616
M2,M208,ACACET,1.3,,b,1.32665,0.35,1.4,1.05,1.35,3,1.41,0.99,-33.9122
M2,M208,ACACET,1,,b,0.785,0.35,1.4,1.05,1.35,3,1.41,0.99,-49.964
M2,M208,ACACET,1,,b,0.785,0.35,1.4,1.05,1.35,3,1.41,0.99,-49.964
M2,M208,ACACET,1,,b,0.785,0.35,1.4,1.05,1.35,3,1.41,0.99,-49.964
M2,M208,ACACET,6.7,M,M,35.23865,1.3,3.85,2.55,3.05,3,7.09,12.05,255.0202
M2,M208,ACACET,8.1,M,M,51.50385,0.9,3.63,2.73,5.06,3,19.38,35.26,329.9286
M2,M208,ACACET,6.8,,b,36.2984,0.9,3.63,2.73,5.06,3,19.38,35.26,260.3708
M2,M208,ACACET,2.7,,b,5.72265,0.9,3.63,2.73,5.06,3,19.38,35.26,40.9962
M2,M208,ACACET,6.8,M,M,36.2984,0.9,3.63,2.73,5.06,3,19.38,35.26,260.3708
M2,M208,ACACET,6.4,,b,32.1536,0.9,3.63,2.73,5.06,3,19.38,35.26,238.9684
M2,M208,ACACET,8.9,M,M,62.17985,0.9,3.63,2.73,5.06,3,19.38,35.26,372.7334
M2,M208,ACACET,5.2,,b,21.2264,0.9,3.63,2.73,5.06,3,19.38,35.26,174.7612
M2,M208,ACACET,11.3,M,M,100.23665,0.9,3.63,2.73,5.06,3,19.38,35.26,501.1478
M2,M208,ACACET,9,,b,63.585,0.9,3.63,2.73,5.06,3,19.38,35.26,378.084
M2,M208,ACACET,6,,b,28.26,0.9,3.63,2.73,5.06,3,19.38,35.26,217.566
M2,M208,ACACET,6,M,M,28.26,1.4,3.57,2.17,4.93,3,18.53,26.8,217.566
M2,M208,ACACET,9.8,M,M,75.3914,1.4,3.57,2.17,4.93,3,18.53,26.8,420.8888
M2,M208,ACACET,7.5,M,M,44.15625,1.6,4.15,2.55,6.55,3,33.37,56.72,297.825
M2,M208,ACACET,5.6,,b,24.6176,1.6,4.15,2.55,6.55,3,33.37,56.72,196.1636
M2,M208,ACACET,6,,b,28.26,1.6,4.15,2.55,6.55,3,33.37,56.72,217.566
M2,M208,ACACET,1.1,M,M,0.94985,1.6,4.15,2.55,6.55,3,33.37,56.72,-44.6134
M2,M208,ACACET,7.5,M,M,44.15625,1.6,4.15,2.55,6.55,3,33.37,56.72,297.825
M2,M208,ACACET,1.8,,b,2.5434,1.6,4.15,2.55,6.55,3,33.37,56.72,-7.1592
M2,M208,ACACET,6.1,M,M,29.20985,1.6,4.15,2.55,6.55,3,33.37,56.72,222.9166
M2,M208,ACACET,4.4,,b,15.1976,1.6,4.15,2.55,6.55,3,33.37,56.72,131.9564
M2,M208,ACACET,2,,b,3.14,1.6,4.15,2.55,6.55,3,33.37,56.72,3.542
M2,M208,ACACET,15.9,M,M,198.45585,1.6,4.15,2.55,6.55,3,33.37,56.72,747.2754
M2,M209,ACACET,10.4,M,M,84.9056,0.7,1.7,1,1.15,2,0.94,0.63,452.9924
M2,M209,ACACET,4.5,,b,15.89625,0.7,1.7,1,1.15,2,0.94,0.63,137.307
M2,M209,ACACET,2.5,M,M,4.90625,0.7,1.7,1,1.15,2,0.94,0.63,30.295
M2,M209,ACACET,1.9,,b,2.83385,0.7,1.7,1,1.15,2,0.94,0.63,-1.8086
M2,M209,ACACET,10,M,M,78.5,1.1,3.43,2.33,3.95,2,12.15,18.87,431.59
M2,M209,ACACET,7.4,M,M,42.9866,1.1,3.43,2.33,3.95,2,12.15,18.87,292.4744
M2,M209,ACACET,5.5,M,M,23.74625,1.1,3.43,2.33,3.95,2,12.15,18.87,190.813
M2,M209,ACACET,3.8,,b,11.3354,1.1,3.43,2.33,3.95,2,12.15,18.87,99.8528
M2,M209,ACACET,3.7,,b,10.74665,1.1,3.43,2.33,3.95,2,12.15,18.87,94.5022
M2,M209,ACACET,3.7,,b,10.74665,1.1,3.43,2.33,3.95,2,12.15,18.87,94.5022
M2,M209,ACACET,9.5,M,M,70.84625,0.8,1.85,1.05,3.48,2,9.51,6.65,404.837
M2,M209,ACACET,6.8,,b,36.2984,0.8,1.85,1.05,3.48,2,9.51,6.65,260.3708
M2,M209,ACACET,6.5,M,M,33.16625,1,2.25,1.25,1.51,2,1.71,1.43,244.319
M2,M209,ACACET,1.3,,b,1.32665,1,2.25,1.25,1.51,2,1.71,1.43,-33.9122
M2,M209,ACACET,11.3,M,M,100.23665,0.6,3.3,2.7,3.12,2,7.25,13.04,501.1478
M2,M209,ACACET,2.2,,b,3.7994,0.6,3.3,2.7,3.12,2,7.25,13.04,14.2432
M2,M210,ACACET,15.9,M,M,198.45585,1.4,4.4,3,4.36,3,14.82,29.64,747.2754
M2,M210,ACACET,18,M,M,254.34,1.5,4.27,2.77,6.22,3,30.31,55.97,859.638
M2,M210,ACACET,10.9,M,M,93.26585,1.5,4.27,2.77,6.22,3,30.31,55.97,479.7454
M2,M210,ACACET,8.1,M,M,51.50385,1.25,3.05,1.8,2.08,3,3.3,3.96,329.9286
M2,M216,ACACET,9.8,M,M,75.3914,1.82,6.33,4.51,1.93,1,2.86,8.61,420.8888
M2,M217,ACACET,4.6,M,M,16.6106,0.3,1.7,1.4,2.23,1,3.89,3.63,142.6576
M2,M217,ACACET,8.5,M,M,56.71625,1.1,2.5,1.4,2.35,1,4.33,4.04,351.331
M2,M217,ACACET,3.8,,b,11.3354,1.1,2.5,1.4,2.35,1,4.33,4.04,99.8528
M2,M217,ACACET,2.4,M,M,4.5216,1.1,2.52,1.42,2,1,2.86,2.71,24.9444
M2,M217,ACACET,1.8,,b,2.5434,1.1,2.52,1.42,2,1,2.86,2.71,-7.1592
M2,M217,ACACET,1.9,,b,2.83385,1.1,2.52,1.42,2,1,2.86,2.71,-1.8086
M2,M217,ACACET,1,,b,0.785,1.1,2.52,1.42,2,1,2.86,2.71,-49.964
M2,M217,ACACET,1.6,,b,2.0096,1.1,2.52,1.42,2,1,2.86,2.71,-17.8604
M2,M217,ACACET,2.1,,b,3.46185,1.1,2.52,1.42,2,1,2.86,2.71,8.8926
M2,M217,ACACET,2,,b,3.14,1.1,2.52,1.42,2,1,2.86,2.71,3.542
M2,M217,ACACET,1.3,,b,1.32665,1.1,2.52,1.42,2,1,2.86,2.71,-33.9122
M2,M217,ACACET,1.5,,b,1.76625,1.1,2.52,1.42,2,1,2.86,2.71,-23.211
M2,M217,ACACET,1.4,,b,1.5386,1.1,2.52,1.42,2,1,2.86,2.71,-28.5616
M2,M217,ACACET,1.2,,b,1.1304,1.1,2.52,1.42,2,1,2.86,2.71,-39.2628
M2,M217,ACACET,1,,b,0.785,1.1,2.52,1.42,2,1,2.86,2.71,-49.964
M2,M217,ACACET,1.8,,b,2.5434,1.1,2.52,1.42,2,1,2.86,2.71,-7.1592
M2,M217,ACACET,1.2,,b,1.1304,1.1,2.52,1.42,2,1,2.86,2.71,-39.2628
M2,M217,ACACET,1.5,,b,1.76625,1.1,2.52,1.42,2,1,2.86,2.71,-23.211
M2,M217,ACACET,2.2,,b,3.7994,1.1,2.52,1.42,2,1,2.86,2.71,14.2432
M2,M218,ACACET,7.2,M,M,40.6944,1.1,2.1,1,1.25,1,1.21,0.81,281.7732
M2,M218,ACACET,4.5,,b,15.89625,1.1,2.1,1,1.25,1,1.21,0.81,137.307
M2,M218,ACACET,14.5,M,M,165.04625,1.3,4.76,3.46,4.15,1,13.52,31.18,672.367
M2,M218,ACACET,11.2,,b,98.4704,1.3,4.76,3.46,4.15,1,13.52,31.18,495.7972
M2,M218,ACACET,10.5,,b,86.54625,1.3,4.76,3.46,4.15,1,13.52,31.18,458.343
M2,M218,ACACET,9.2,M,M,66.4424,1.1,4.1,3,3.45,1,9.29,18.59,388.7852
M2,M218,ACACET,5.5,,b,23.74625,1.1,4.1,3,3.45,1,9.29,18.59,190.813
M2,M218,ACACET,5.7,M,M,25.50465,1.1,4.1,3,3.45,1,9.29,18.59,201.5142
M2,M218,ACACET,4,,b,12.56,1.1,4.1,3,3.45,1,9.29,18.59,110.554
M2,M218,ACACET,1.4,,b,1.5386,1.1,4.1,3,3.45,1,9.29,18.59,-28.5616
M2,M218,ACACET,1.4,,b,1.5386,1.1,4.1,3,3.45,1,9.29,18.59,-28.5616
M2,M218,ACACET,4.8,M,M,18.0864,1.1,4.1,3,3.45,1,9.29,18.59,153.3588
M2,M218,ACACET,5.4,M,M,22.8906,1.1,4.1,3,3.45,1,9.29,18.59,185.4624
M2,M218,ACACET,3,M,M,7.065,1.1,4.1,3,3.45,1,9.29,18.59,57.048
M2,M218,ACACET,6.3,M,M,31.15665,1.1,4.1,3,3.45,1,9.29,18.59,233.6178
M2,M218,ACACET,1.3,,b,1.32665,1.1,4.1,3,3.45,1,9.29,18.59,-33.9122
M2,M218,ACACET,1.7,,b,2.26865,1.1,4.1,3,3.45,1,9.29,18.59,-12.5098
M2,M218,ACACET,9.9,M,M,76.93785,0.39,1,0.61,2.8,1,0,0,426.2394
M2,M218,ACACET,9.4,M,M,69.3626,0.6,3.1,2.5,3,1,7.03,11.72,399.4864
M2,M218,ACACET,2.3,,b,4.15265,0.6,3.1,2.5,3,1,7.03,11.72,19.5938
M2,M218,ACACET,21,M,M,346.185,1,3.7,2.7,3.15,1,7.63,13.73,1020.156
M2,M219,ACACET,9.5,M,M,70.84625,0.7,3.64,2.94,6.15,1,29.47,57.75,404.837
M2,M219,ACACET,22.5,M,M,397.40625,0.7,3.64,2.94,6.15,1,29.47,57.75,1100.415
M2,M219,ACACET,4,,b,12.56,0.7,3.64,2.94,6.15,1,29.47,57.75,110.554
M2,M219,ACACET,1.8,,b,2.5434,0.7,3.64,2.94,6.15,1,29.47,57.75,-7.1592
M2,M219,ACACET,1.8,,b,2.5434,0.7,3.64,2.94,6.15,1,29.47,57.75,-7.1592
M2,M219,ACACET,9,M,M,63.585,1.2,3.72,2.52,6.07,1,28.92,48.58,378.084
M2,M219,ACACET,8.7,,b,59.41665,1.2,3.72,2.52,6.07,1,28.92,48.58,362.0322
M2,M219,ACACET,9.4,M,M,69.3626,1.2,3.72,2.52,6.07,1,28.92,48.58,399.4864
M2,M219,ACACET,7.6,,b,45.3416,1.2,3.72,2.52,6.07,1,28.92,48.58,303.1756
M2,M219,ACACET,11.3,M,M,100.23665,0.9,3.17,2.27,3.66,1,10.47,15.85,501.1478
M2,M219,ACACET,3.9,,b,11.93985,0.9,3.17,2.27,3.66,1,10.47,15.85,105.2034
M2,M220,ACACET,7,M,M,38.465,1.3,3.12,1.82,3.4,1,9,10.92,271.072
M2,M220,ACACET,5.7,,b,25.50465,1.3,3.12,1.82,3.4,1,9,10.92,201.5142
M2,M220,ACACET,2.1,,b,3.46185,1.3,3.12,1.82,3.4,1,9,10.92,8.8926
M2,M220,ACACET,8.3,M,M,54.07865,1.2,3.45,2.25,4.25,1,14.11,21.16,340.6298
M2,M220,ACACET,18.2,M,M,260.0234,1.2,3.45,2.25,4.25,1,14.11,21.16,870.3392
M2,M220,ACACET,6.6,M,M,34.1946,1.1,2.87,1.77,3.56,1,9.87,11.64,249.6696
M2,M220,ACACET,5.9,,b,27.32585,1.1,2.87,1.77,3.56,1,9.87,11.64,212.2154
M2,M220,ACACET,5.7,,b,25.50465,1.1,2.87,1.77,3.56,1,9.87,11.64,201.5142
M2,M220,ACACET,2.4,,b,4.5216,1.1,2.87,1.77,3.56,1,9.87,11.64,24.9444
M2,M220,ACACET,2.7,,b,5.72265,1.1,2.87,1.77,3.56,1,9.87,11.64,40.9962
M2,M220,ACACET,9.5,M,M,70.84625,1.4,3.82,2.42,6.05,1,28.68,46.27,404.837
M2,M220,ACACET,10.7,M,M,89.87465,1.4,3.82,2.42,6.05,1,28.68,46.27,469.0442
M2,M220,ACACET,7.9,M,M,48.99185,1.4,3.82,2.42,6.05,1,28.68,46.27,319.2274
M2,M220,ACACET,5.3,,b,22.05065,1.4,3.82,2.42,6.05,1,28.68,46.27,180.1118
M2,M220,ACACET,7.8,,b,47.7594,1.4,3.82,2.42,6.05,1,28.68,46.27,313.8768
M2,M220,ACACET,6.9,,b,37.37385,1.4,3.82,2.42,6.05,1,28.68,46.27,265.7214
M2,M220,ACACET,6.5,,b,33.16625,1.4,3.82,2.42,6.05,1,28.68,46.27,244.319
M2,M220,ACACET,9.4,M,M,69.3626,1.4,3.82,2.42,6.05,1,28.68,46.27,399.4864
M2,M220,ACACET,7.2,M,M,40.6944,1.4,3.82,2.42,6.05,1,28.68,46.27,281.7732
M2,M220,ACACET,2.6,,b,5.3066,1.4,3.82,2.42,6.05,1,28.68,46.27,35.6456
M2,M221,ACACET,5.1,M,M,20.41785,0.7,2.26,1.56,2.33,1,4.26,4.43,169.4106
M2,M221,ACACET,4.5,,b,15.89625,0.7,2.26,1.56,2.33,1,4.26,4.43,137.307
M2,M221,ACACET,1.4,,b,1.5386,0.7,2.26,1.56,2.33,1,4.26,4.43,-28.5616
M2,M221,ACACET,1,,b,0.785,0.7,2.26,1.56,2.33,1,4.26,4.43,-49.964
M2,M221,ACACET,15.7,M,M,193.49465,1.5,4.39,2.89,3.53,1,9.69,18.68,736.5742
M2,M221,ACACET,15,M,M,176.625,0.7,3.27,2.57,3.01,1,7.06,12.09,699.12
M2,M221,ACACET,4.7,,b,17.34065,0.7,3.27,2.57,3.01,1,7.06,12.09,148.0082
M2,M222,ACACET,2,M,M,3.14,0.8,1.4,0.6,1.2,1,1.12,0.45,3.542
M2,M222,ACACET,1.7,,b,2.26865,0.8,1.4,0.6,1.2,1,1.12,0.45,-12.5098
M2,M222,ACACET,1,M,M,0.785,0.2,1.1,0.9,1.25,1,1.21,0.73,-49.964
M2,M222,ACACET,13,M,M,132.665,1,2.92,1.92,4.37,1,14.99,19.19,592.108
M2,M222,ACACET,9.4,M,M,69.3626,1,2.92,1.92,4.37,1,14.99,19.19,399.4864
M2,M222,ACACET,5.9,,b,27.32585,1,2.92,1.92,4.37,1,14.99,19.19,212.2154
M2,M222,ACACET,4.9,,b,18.84785,1,2.92,1.92,4.37,1,14.99,19.19,158.7094
M2,M222,ACACET,2.6,,b,5.3066,1,2.92,1.92,4.37,1,14.99,19.19,35.6456
M2,M222,ACACET,2.6,,b,5.3066,1,2.92,1.92,4.37,1,14.99,19.19,35.6456
M2,M222,ACACET,2.2,,b,3.7994,1,2.92,1.92,4.37,1,14.99,19.19,14.2432
M2,M222,ACACET,3,,b,7.065,1,2.92,1.92,4.37,1,14.99,19.19,57.048
M2,M222,ACACET,2.5,,b,4.90625,1,2.92,1.92,4.37,1,14.99,19.19,30.295
M2,M222,ACACET,8.8,M,M,60.7904,0.8,3,2.2,3.21,1,8.02,11.77,367.3828
M2,M223,ACACET,5.4,M,M,22.8906,0.7,2.12,1.42,3.67,1,10.48,9.92,185.4624
M2,M223,ACACET,12.6,M,M,124.6266,1.4,3.84,2.44,4.74,1,17.6,28.62,570.7056
M2,M223,ACACET,16.8,M,M,221.5584,1.92,4.65,2.73,4.01,1,12.44,22.65,795.4308
M2,M223,ACACET,8.3,M,M,54.07865,1,2.85,1.85,3.42,1,8.62,10.63,340.6298
M2,M223,ACACET,5,M,M,19.625,1,2.85,1.85,3.42,1,8.62,10.63,164.06
M2,M223,ACACET,2.5,M,M,4.90625,0.8,1.6,0.8,1.73,1,2.35,1.25,30.295
M2,M223,ACACET,9,M,M,63.585,1.1,2.72,1.62,2.62,1,5.17,5.58,378.084
M2,M223,ACACET,7.3,,b,41.83265,1.1,2.72,1.62,2.62,1,5.17,5.58,287.1238
M2,M223,ACACET,2.7,M,M,5.72265,1.1,2.72,1.62,2.62,1,5.17,5.58,40.9962
M2,M223,ACACET,8.8,M,M,60.7904,1.2,2.7,1.5,2.58,1,5.21,5.21,367.3828
M2,M223,ACACET,9.7,M,M,73.86065,1.3,3.4,2.1,4.08,1,12.95,18.13,415.5382
M2,M223,ACACET,2.8,M,M,6.1544,1.3,3.4,2.1,4.08,1,12.95,18.13,46.3468
M2,M223,ACACET,5.7,M,M,25.50465,1.3,3.4,2.1,4.08,1,12.95,18.13,201.5142
M2,M223,ACACET,5.6,M,M,24.6176,1.3,3.4,2.1,4.08,1,12.95,18.13,196.1636
M2,M223,ACACET,3.1,M,M,7.54385,1.3,3.4,2.1,4.08,1,12.95,18.13,62.3986
M2,M223,ACACET,3.9,M,M,11.93985,1.3,3.4,2.1,4.08,1,12.95,18.13,105.2034
M2,M223,ACACET,4.5,M,M,15.89625,0.8,1.3,0.5,1.4,1,1.54,0.51,137.307
M2,M223,ACACET,2.3,M,M,4.15265,0.8,2.2,1.4,2.2,1,3.79,3.54,19.5938
M2,M223,ACACET,1.2,M,M,1.1304,0.5,1.1,0.6,0.5,1,0.2,0.08,-39.2628
M2,M223,ACACET,8.2,M,M,52.7834,1.4,3.39,1.99,4.46,1,15.49,20.55,335.2792
M2,M223,ACACET,7.3,M,M,41.83265,1.4,3.39,1.99,4.46,1,15.49,20.55,287.1238
M2,M223,ACACET,5.4,M,M,22.8906,1.1,3.3,2.2,6.42,1,32.22,47.25,185.4624
M2,M223,ACACET,8.2,M,M,52.7834,1.1,3.3,2.2,6.42,1,32.22,47.25,335.2792
M2,M223,ACACET,4,M,M,12.56,1.1,3.3,2.2,6.42,1,32.22,47.25,110.554
M2,M223,ACACET,8.2,M,M,52.7834,1.1,3.3,2.2,6.42,1,32.22,47.25,335.2792
M2,M223,ACACET,3.2,M,M,8.0384,1.1,3.3,2.2,6.42,1,32.22,47.25,67.7492
M2,M223,ACACET,6.8,M,M,36.2984,1.1,3.3,2.2,6.42,1,32.22,47.25,260.3708
M2,M223,ACACET,1.7,M,M,2.26865,1.1,1.3,0.2,0.75,1,0.42,0.06,-12.5098
M2,M223,ACACET,4.7,M,M,17.34065,0.5,1.75,1.25,1.59,1,1.86,1.55,148.0082
M2,M223,ACACET,7,M,M,38.465,1.4,3.62,2.22,3.52,1,9.72,14.39,271.072
M2,M223,ACACET,4.2,,b,13.8474,1.4,3.62,2.22,3.52,1,9.72,14.39,121.2552
M2,M223,ACACET,5.8,M,M,26.4074,1.4,3.62,2.22,3.52,1,9.72,14.39,206.8648
M2,M223,ACACET,3.9,,b,11.93985,1.4,3.62,2.22,3.52,1,9.72,14.39,105.2034
M2,M223,ACACET,2,M,M,3.14,0.7,2.04,1.34,1.3,1,1.32,1.18,3.542
M2,M223,ACACET,3.5,M,M,9.61625,0.2,1.2,1,1.15,1,1.04,0.69,83.801
M2,M223,ACACET,1.6,,b,2.0096,0.2,1.2,1,1.15,1,1.04,0.69,-17.8604
M2,M223,ACACET,7.9,M,M,48.99185,0.6,1.07,0.47,2.15,1,3.37,1.06,319.2274
M2,M223,ACACET,7.7,M,M,46.54265,1.15,3.15,2,4.25,1,13.98,18.64,308.5262
M2,M223,ACACET,3.6,M,M,10.1736,0.6,1.15,0.55,0.75,1,0.35,0.13,89.1516
M2,M223,ACACET,5,M,M,19.625,0.6,1.15,0.55,0.75,1,0.35,0.13,164.06
M2,M223,ACACET,5.9,M,M,27.32585,0.6,1.15,0.55,0.75,1,0.35,0.13,212.2154
M2,M223,ACACET,9,M,M,63.585,1.5,3.52,2.02,3.03,1,7.03,9.47,378.084
M2,M223,ACACET,5.8,M,M,26.4074,1,3.6,2.6,3.18,1,7.86,13.62,206.8648
M2,M223,ACACET,5.5,,b,23.74625,1,3.6,2.6,3.18,1,7.86,13.62,190.813
M2,M223,ACACET,7.7,M,M,46.54265,0.85,3.34,2.49,3.15,1,7.76,12.89,308.5262
M2,M223,ACACET,3.3,M,M,8.54865,0.85,3.34,2.49,3.15,1,7.76,12.89,73.0998
M2,M223,ACACET,4.9,M,M,18.84785,0.85,3.34,2.49,3.15,1,7.76,12.89,158.7094
M2,M223,ACACET,1.7,M,M,2.26865,0.85,3.34,2.49,3.15,1,7.76,12.89,-12.5098
M2,M223,ACACET,1.5,M,M,1.76625,0.85,3.34,2.49,3.15,1,7.76,12.89,-23.211
M2,M223,ACACET,2.3,M,M,4.15265,0.85,3.34,2.49,3.15,1,7.76,12.89,19.5938
M2,M223,ACACET,5.2,M,M,21.2264,0.85,3.34,2.49,3.15,1,7.76,12.89,174.7612
M2,M223,ACACET,5.4,M,M,22.8906,0.85,3.34,2.49,3.15,1,7.76,12.89,185.4624
M2,M223,ACACET,3,M,M,7.065,0.55,2.62,2.07,3.44,1,9.25,12.77,57.048
M2,M223,ACACET,3,,b,7.065,0.55,2.62,2.07,3.44,1,9.25,12.77,57.048
M2,M223,ACACET,2.1,,b,3.46185,0.55,2.62,2.07,3.44,1,9.25,12.77,8.8926
M2,M223,ACACET,4.7,M,M,17.34065,0.55,2.62,2.07,3.44,1,9.25,12.77,148.0082
M2,M223,ACACET,3.8,,b,11.3354,0.55,2.62,2.07,3.44,1,9.25,12.77,99.8528
M2,M223,ACACET,7.2,M,M,40.6944,0.55,2.62,2.07,3.44,1,9.25,12.77,281.7732
M2,M223,ACACET,6,,b,28.26,0.55,2.62,2.07,3.44,1,9.25,12.77,217.566
M2,M223,ACACET,6.2,M,M,30.1754,0.55,2.62,2.07,3.44,1,9.25,12.77,228.2672
M2,M223,ACACET,2.5,,b,4.90625,0.55,2.62,2.07,3.44,1,9.25,12.77,30.295
M2,M223,ACACET,13,M,M,132.665,1.15,3.75,2.6,3.48,1,9.45,16.38,592.108
M2,M224,ACACET,7.8,M,M,47.7594,0.75,3.2,2.45,2.8,1,6.12,10,313.8768
M2,M224,ACACET,5.9,M,M,27.32585,1.05,3.5,2.45,4.42,1,15.26,24.92,212.2154
M2,M224,ACACET,4.5,,b,15.89625,1.05,3.5,2.45,4.42,1,15.26,24.92,137.307
M2,M224,ACACET,10.6,M,M,88.2026,1.05,3.5,2.45,4.42,1,15.26,24.92,463.6936
M2,M224,ACACET,9.5,,b,70.84625,1.05,3.5,2.45,4.42,1,15.26,24.92,404.837
M2,M224,ACACET,5.5,M,M,23.74625,1.05,3.5,2.45,4.42,1,15.26,24.92,190.813
M2,M224,ACACET,11.7,M,M,107.45865,1,3.87,2.87,3.84,1,11.5,22.01,522.5502
M2,M224,ACACET,2.3,M,M,4.15265,0.55,0.85,0.3,0.72,1,0.4,0.08,19.5938
M2,M224,ACACET,9.4,M,M,69.3626,1.37,3.15,1.78,3.1,1,7.42,8.8,399.4864
M2,M224,ACACET,5.7,M,M,25.50465,0.7,2.4,1.7,2.74,1,5.84,6.62,201.5142
M2,M224,ACACET,6.8,M,M,36.2984,0.8,2.7,1.9,2.51,1,4.92,6.23,260.3708
M2,M225,ACACET,1.9,M,M,2.83385,0.9,1.3,0.4,0.9,1,0.63,0.17,-1.8086
M2,M225,ACACET,1.7,M,M,2.26865,1,3.3,2.3,3.77,1,10.27,15.75,-12.5098
M2,M225,ACACET,1.7,M,M,2.26865,1,3.3,2.3,3.77,1,10.27,15.75,-12.5098
M2,M225,ACACET,5.9,M,M,27.32585,1,3.3,2.3,3.77,1,10.27,15.75,212.2154
M2,M225,ACACET,4.5,,b,15.89625,1,3.3,2.3,3.77,1,10.27,15.75,137.307
M2,M225,ACACET,4.2,M,M,13.8474,1,3.3,2.3,3.77,1,10.27,15.75,121.2552
M2,M225,ACACET,12.8,M,M,128.6144,1,3.3,2.3,3.77,1,10.27,15.75,581.4068
M2,M225,ACACET,1.8,M,M,2.5434,0.9,1.72,0.82,0.74,1,0.38,0.21,-7.1592
M2,M225,ACACET,1.2,,b,1.1304,0.9,1.72,0.82,0.74,1,0.38,0.21,-39.2628
M2,M225,ACACET,1.7,,b,2.26865,0.9,1.72,0.82,0.74,1,0.38,0.21,-12.5098
M2,M225,ACACET,1.2,,b,1.1304,0.9,1.72,0.82,0.74,1,0.38,0.21,-39.2628
M2,M225,ACACET,1.5,,b,1.76625,0.9,1.72,0.82,0.74,1,0.38,0.21,-23.211
M2,M225,ACACET,5.3,M,M,22.05065,1,2.31,1.31,2.77,1,6.02,5.26,180.1118
M2,M225,ACACET,5.1,,b,20.41785,1,2.31,1.31,2.77,1,6.02,5.26,169.4106
M2,M225,ACACET,4.7,,b,17.34065,1,2.31,1.31,2.77,1,6.02,5.26,148.0082
M2,M225,ACACET,6,M,M,28.26,1.1,1.95,0.85,2.31,1,4.19,2.37,217.566
M2,M225,ACACET,5.3,,b,22.05065,1.1,1.95,0.85,2.31,1,4.19,2.37,180.1118
M2,M225,ACACET,6.3,M,M,31.15665,1.1,3.5,2.4,2.47,1,4.77,7.63,233.6178
M2,M225,ACACET,6.1,,b,29.20985,1.1,3.5,2.4,2.47,1,4.77,7.63,222.9166
M2,M225,ACACET,1.2,,b,1.1304,1.1,3.5,2.4,2.47,1,4.77,7.63,-39.2628
M2,M225,ACACET,4,M,M,12.56,1.1,3.5,2.4,2.47,1,4.77,7.63,110.554
M2,M225,ACACET,2,M,M,3.14,0.8,1.92,1.12,1.67,1,2.19,1.63,3.542
M2,M225,ACACET,1.1,,b,0.94985,0.8,1.92,1.12,1.67,1,2.19,1.63,-44.6134
M2,M225,ACACET,1.4,,b,1.5386,0.8,1.92,1.12,1.67,1,2.19,1.63,-28.5616
M2,M225,ACACET,1.3,,b,1.32665,0.8,1.92,1.12,1.67,1,2.19,1.63,-33.9122
M2,M225,ACACET,1,,b,0.785,0.8,1.92,1.12,1.67,1,2.19,1.63,-49.964
M2,M225,ACACET,1.2,,b,1.1304,0.8,1.92,1.12,1.67,1,2.19,1.63,-39.2628
M2,M225,ACACET,1.2,,b,1.1304,0.8,1.92,1.12,1.67,1,2.19,1.63,-39.2628
