"Acacia mellifera biomass (y=131.76x -265.62, r=0.714)",,,,,,,,,,,,
S/Transect,Quadra,SpCode,DKH,code,branches,Basal area (sq cm),Hmin,Hmax,CanDepth,CanArea     = ?D1D2/4 ,CanVol ,Biomass
L2,L222,ACACME,5.7,,b,25.50465,1.22,3.93,2.71,6.75,12.21,485.412
L2,L222,ACACME,5.7,M,M,25.50465,1.13,3.39,2.26,9.28,13.97,485.412
L2,L222,ACACME,5.3,,b,22.05065,1.13,3.39,2.26,9.28,13.97,432.708
L2,L222,ACACME,3.9,,b,11.93985,1.13,3.39,2.26,9.28,13.97,248.244
L2,L222,ACACME,2.9,,b,6.60185,1.13,3.39,2.26,9.28,13.97,116.484
L2,L223,ACACME,6.7,M,M,35.23865,0.65,3.02,2.37,2.15,3.39,617.172
L2,L223,ACACME,5.6,,b,24.6176,0.65,3.02,2.37,2.15,3.39,472.236
L2,L223,ACACME,5.4,,b,22.8906,0.65,3.02,2.37,2.15,3.39,445.884
L2,L223,ACACME,4.2,,b,13.8474,0.65,3.02,2.37,2.15,3.39,287.772
L2,L223,ACACME,4.4,,b,15.1976,0.65,3.02,2.37,2.15,3.39,314.124
L2,L223,ACACME,5.4,,b,22.8906,0.65,3.02,2.37,2.15,3.39,445.884
L2,L223,ACACME,5.6,,b,24.6176,0.65,3.02,2.37,2.15,3.39,472.236
L2,L223,ACACME,3.3,,b,8.54865,0.65,3.02,2.37,2.15,3.39,169.188
L2,L224,ACACME,8.6,M,M,58.0586,1.22,3.81,2.59,8.83,15.26,867.516
L2,L224,ACACME,6.6,,b,34.1946,1.22,3.81,2.59,8.83,15.26,603.996
L2,L224,ACACME,6.9,,b,37.37385,1.22,3.81,2.59,8.83,15.26,643.524
L2,L224,ACACME,6.6,,b,34.1946,1.22,3.81,2.59,8.83,15.26,603.996
L2,L224,ACACME,14.6,M,M,167.3306,1.1,4.36,3.26,12.96,28.17,1658.076
L2,L224,ACACME,12.2,,b,116.8394,1.1,4.36,3.26,12.96,28.17,1341.852
L2,L224,ACACME,11.2,,b,98.4704,1.1,4.36,3.26,12.96,28.17,1210.092
L2,L224,ACACME,6.9,,b,37.37385,1.1,4.36,3.26,12.96,28.17,643.524
L2,L224,ACACME,7.8,,b,47.7594,1.1,4.36,3.26,12.96,28.17,762.108
L2,L224,ACACME,7.2,,b,40.6944,1.1,4.36,3.26,12.96,28.17,683.052
L2,L224,ACACME,8.1,,b,51.50385,1.1,4.36,3.26,12.96,28.17,801.636
L2,L224,ACACME,5.6,,b,24.6176,1.1,4.36,3.26,12.96,28.17,472.236
L2,L224,ACACME,7.6,M,M,45.3416,1.2,2.9,1.7,11.35,12.83,735.756
L2,L224,ACACME,6.4,,b,32.1536,1.2,2.9,1.7,11.35,12.83,577.644
L2,L224,ACACME,6,,b,28.26,1.2,2.9,1.7,11.35,12.83,524.94
L2,L224,ACACME,6,,b,28.26,1.2,2.9,1.7,11.35,12.83,524.94
L2,L224,ACACME,5.5,,b,23.74625,1.2,2.9,1.7,11.35,12.83,459.06
L2,L225,ACACME,7.3,M,M,41.83265,0.88,3.08,2.2,7.36,10.79,696.228
L2,L225,ACACME,5.7,,b,25.50465,0.88,3.08,2.2,7.36,10.79,485.412
L2,L225,ACACME,5.3,,b,22.05065,0.88,3.08,2.2,7.36,10.79,432.708
L2,L225,ACACME,3.7,,b,10.74665,0.88,3.08,2.2,7.36,10.79,221.892
L2,L225,ACACME,5.6,,b,24.6176,0.88,3.08,2.2,7.36,10.79,472.236
L2,L225,ACACME,11.4,M,M,102.0186,1.22,5.03,3.81,22.67,57.59,1236.444
L2,L225,ACACME,7.3,,b,41.83265,1.22,5.03,3.81,22.67,57.59,696.228
L2,L225,ACACME,6.1,,b,29.20985,1.22,5.03,3.81,22.67,57.59,538.116
L2,L225,ACACME,7.3,,b,41.83265,1.22,5.03,3.81,22.67,57.59,696.228
L2,L225,ACACME,8,,b,50.24,1.22,5.03,3.81,22.67,57.59,788.46
L2,L225,ACACME,7.2,,b,40.6944,1.22,5.03,3.81,22.67,57.59,683.052
L2,L225,ACACME,7.5,,b,44.15625,1.22,5.03,3.81,22.67,57.59,722.58
L2,L225,ACACME,4.4,,b,15.1976,1.22,5.03,3.81,22.67,57.59,314.124
L2,L225,ACACME,6.6,M,M,34.1946,1.22,3.99,2.77,17.71,32.75,603.996
L2,L225,ACACME,5.5,,b,23.74625,1.22,3.99,2.77,17.71,32.75,459.06
L2,L225,ACACME,4.6,,b,16.6106,1.22,3.99,2.77,17.71,32.75,340.476
L2,L225,ACACME,4.3,,b,14.51465,1.22,3.99,2.77,17.71,32.75,300.948
L2,L225,ACACME,4.4,,b,15.1976,1.22,3.99,2.77,17.71,32.75,314.124
L2,L225,ACACME,4.6,,b,16.6106,1.22,3.99,2.77,17.71,32.75,340.476
L2,L225,ACACME,4.5,,b,15.89625,1.22,3.99,2.77,17.71,32.75,327.3
L2,L225,ACACME,9.7,M,M,73.86065,1.22,4.76,3.54,11.6,27.35,1012.452
L2,L225,ACACME,7.6,,b,45.3416,1.22,4.76,3.54,11.6,27.35,735.756
L2,L225,ACACME,5.6,,b,24.6176,1.22,4.76,3.54,11.6,27.35,472.236
L2,L225,ACACME,6.3,,b,31.15665,1.22,4.76,3.54,11.6,27.35,564.468
L2,L225,ACACME,11.3,M,M,100.23665,1.2,3.08,1.88,12.93,16.2,1223.268
L2,L225,ACACME,5.6,,b,24.6176,1.2,3.08,1.88,12.93,16.2,472.236
L2,L225,ACACME,5.3,,b,22.05065,1.2,3.08,1.88,12.93,16.2,432.708
L2,L225,ACACME,6.1,,b,29.20985,1.2,3.08,1.88,12.93,16.2,538.116
L2,L225,ACACME,8.1,,b,51.50385,1.2,3.08,1.88,12.93,16.2,801.636
L2,L225,ACACME,4.6,,b,16.6106,1.2,3.08,1.88,12.93,16.2,340.476
L2,L225,ACACME,4.1,,b,13.19585,1.2,3.08,1.88,12.93,16.2,274.596
L2,L225,ACACME,6.6,,b,34.1946,1.2,3.08,1.88,12.93,16.2,603.996
L2,L225,ACACME,7.2,M,M,40.6944,3.69,5,1.31,16.04,14.01,683.052
L2,L225,ACACME,4.3,,b,14.51465,3.69,5,1.31,16.04,14.01,300.948
L2,L225,ACACME,3.5,,b,9.61625,3.69,5,1.31,16.04,14.01,195.54
L2,L225,ACACME,5.5,,b,23.74625,3.69,5,1.31,16.04,14.01,459.06
L2,L225,ACACME,4.1,,b,13.19585,3.69,5,1.31,16.04,14.01,274.596
L2,L225,ACACME,9.7,M,M,73.86065,1.21,3.81,2.6,8.18,14.19,1012.452
L2,L225,ACACME,5.7,,b,25.50465,1.21,3.81,2.6,8.18,14.19,485.412
L2,L225,ACACME,4.3,,b,14.51465,1.21,3.81,2.6,8.18,14.19,300.948
L2,L225,ACACME,3.2,,b,8.0384,1.21,3.81,2.6,8.18,14.19,156.012
L2,L225,ACACME,4.3,,b,14.51465,1.21,3.81,2.6,8.18,14.19,300.948
L2,L226,ACACME,7.3,M,M,41.83265,0.83,3.81,2.98,5.05,10.02,696.228
L2,L226,ACACME,4.2,,b,13.8474,0.83,3.81,2.98,5.05,10.02,287.772
L2,L226,ACACME,4.3,,b,14.51465,0.83,3.81,2.98,5.05,10.02,300.948
L2,L226,ACACME,4,,b,12.56,0.83,3.81,2.98,5.05,10.02,261.42
L2,L226,ACACME,3.4,,b,9.0746,0.83,3.81,2.98,5.05,10.02,182.364
L2,L226,ACACME,6.6,M,M,34.1946,0.7,4.11,3.41,9.67,21.98,603.996
L2,L226,ACACME,5.6,,b,24.6176,0.7,4.11,3.41,9.67,21.98,472.236
L2,L226,ACACME,4.7,,b,17.34065,0.7,4.11,3.41,9.67,21.98,353.652
L2,L226,ACACME,4,,b,12.56,0.7,4.11,3.41,9.67,21.98,261.42
L2,L226,ACACME,5,,b,19.625,0.7,4.11,3.41,9.67,21.98,393.18
L2,L226,ACACME,3.5,,b,9.61625,0.7,4.11,3.41,9.67,21.98,195.54
L2,L226,ACACME,8.3,M,M,54.07865,1,3.25,2.25,15.26,22.9,827.988
L2,L226,ACACME,7.3,,b,41.83265,1,3.25,2.25,15.26,22.9,696.228
L2,L226,ACACME,6,,b,28.26,1,3.25,2.25,15.26,22.9,524.94
L2,L226,ACACME,3.8,,b,11.3354,1,3.25,2.25,15.26,22.9,235.068
L2,L226,ACACME,5.8,M,M,26.4074,0.95,1.98,1.03,3.13,2.15,498.588
L2,L226,ACACME,3.4,,b,9.0746,0.95,1.98,1.03,3.13,2.15,182.364
L2,L226,ACACME,5.6,M,M,24.6176,0.9,1.66,0.76,3.24,1.64,472.236
L2,L226,ACACME,8.9,M,M,62.17985,0.8,4.07,3.27,40.75,88.83,907.044
L2,L226,ACACME,8.8,,b,60.7904,0.8,4.07,3.27,40.75,88.83,893.868
L2,L226,ACACME,4.7,,b,17.34065,0.8,4.07,3.27,40.75,88.83,353.652
L2,L226,ACACME,8.3,,b,54.07865,0.8,4.07,3.27,40.75,88.83,827.988
L2,L226,ACACME,6.9,,b,37.37385,0.8,4.07,3.27,40.75,88.83,643.524
L2,L226,ACACME,8.8,,b,60.7904,0.8,4.07,3.27,40.75,88.83,893.868
L2,L226,ACACME,8.5,,b,56.71625,0.8,4.07,3.27,40.75,88.83,854.34
L2,L226,ACACME,8.4,,b,55.3896,0.8,4.07,3.27,40.75,88.83,841.164
L2,L226,ACACME,8.6,,b,58.0586,0.8,4.07,3.27,40.75,88.83,867.516
L2,L226,ACACME,9.6,M,M,72.3456,1.12,3.27,2.15,10.27,14.72,999.276
L2,L226,ACACME,8.8,,b,60.7904,1.12,3.27,2.15,10.27,14.72,893.868
L2,L226,ACACME,7,M,M,38.465,1.16,2.57,1.41,4.39,4.12,656.7
L2,L226,ACACME,4.6,,b,16.6106,1.16,2.57,1.41,4.39,4.12,340.476
L2,L226,ACACME,3.6,,b,10.1736,1.16,2.57,1.41,4.39,4.12,208.716
L2,L226,ACACME,5.1,,b,20.41785,1.16,2.57,1.41,4.39,4.12,406.356
L2,L226,ACACME,7.7,M,M,46.54265,0.8,2.91,2.11,11.97,16.83,748.932
L2,L226,ACACME,6.5,,b,33.16625,0.8,2.91,2.11,11.97,16.83,590.82
L2,L226,ACACME,6.5,,b,33.16625,0.8,2.91,2.11,11.97,16.83,590.82
L2,L226,ACACME,3.8,,b,11.3354,0.8,2.91,2.11,11.97,16.83,235.068
L2,L226,ACACME,5.6,,b,24.6176,0.8,2.91,2.11,11.97,16.83,472.236
L2,L226,ACACME,6.9,,b,37.37385,0.8,2.91,2.11,11.97,16.83,643.524
L2,L226,ACACME,6.3,,b,31.15665,0.8,2.91,2.11,11.97,16.83,564.468
L2,L226,ACACME,7.3,M,M,41.83265,1,2.92,1.92,8.63,11.04,696.228
L2,L226,ACACME,4.9,,b,18.84785,1,2.92,1.92,8.63,11.04,380.004
L2,L226,ACACME,3,,b,7.065,1,2.92,1.92,8.63,11.04,129.66
L2,L226,ACACME,9.8,M,M,75.3914,0.96,3.73,2.77,11.6,21.41,1025.628
L2,L226,ACACME,6.2,,b,30.1754,0.96,3.73,2.77,11.6,21.41,551.292
L2,L226,ACACME,7.6,,b,45.3416,0.96,3.73,2.77,11.6,21.41,735.756
L2,L226,ACACME,7.3,,b,41.83265,0.96,3.73,2.77,11.6,21.41,696.228
L2,L226,ACACME,9.3,,b,67.89465,0.96,3.73,2.77,11.6,21.41,959.748
L2,L226,ACACME,5.5,,b,23.74625,0.96,3.73,2.77,11.6,21.41,459.06
L2,L226,ACACME,9,,b,63.585,0.96,3.73,2.77,11.6,21.41,920.22
L2,L227,ACACME,14.3,M,M,160.52465,0.9,4.45,3.55,16.74,39.61,1618.548
L2,L227,ACACME,3,,b,7.065,0.9,4.45,3.55,16.74,39.61,129.66
L2,L227,ACACME,3.5,,b,9.61625,0.9,4.45,3.55,16.74,39.61,195.54
L2,L227,ACACME,9.7,M,M,73.86065,1,4.9,3.9,7.84,20.37,1012.452
L2,L227,ACACME,6,,b,28.26,1,4.9,3.9,7.84,20.37,524.94
L2,L227,ACACME,5.1,,b,20.41785,1,4.9,3.9,7.84,20.37,406.356
L2,L227,ACACME,8.7,M,M,59.41665,0.8,2.66,1.86,6.4,7.93,880.692
L2,L227,ACACME,6.2,,b,30.1754,0.8,2.66,1.86,6.4,7.93,551.292
L2,L227,ACACME,10.3,M,M,83.28065,1.1,3.63,2.53,8.69,14.65,1091.508
L2,L227,ACACME,2.3,,b,4.15265,1.1,3.63,2.53,8.69,14.65,37.428
L2,L227,ACACME,8.5,M,M,56.71625,1.02,3.54,2.52,9.53,16.02,854.34
L2,L227,ACACME,6,,b,28.26,1.02,3.54,2.52,9.53,16.02,524.94
L2,L227,ACACME,1.8,,b,2.5434,1.02,3.54,2.52,9.53,16.02,-28.452
L2,L227,ACACME,3.5,,b,9.61625,1.02,3.54,2.52,9.53,16.02,195.54
L2,L227,ACACME,5.3,M,M,22.05065,0.8,2.81,2.01,4,5.37,432.708
L2,L228,ACACME,10,M,M,78.5,0.71,3.06,2.35,9.76,15.29,1051.98
L2,L228,ACACME,8.9,,b,62.17985,0.71,3.06,2.35,9.76,15.29,907.044
L2,L228,ACACME,3.5,,b,9.61625,0.71,3.06,2.35,9.76,15.29,195.54
L2,L228,ACACME,4.6,,b,16.6106,0.71,3.06,2.35,9.76,15.29,340.476
L2,L228,ACACME,12,M,M,113.04,0.9,4.34,3.44,11.19,25.67,1315.5
L2,L228,ACACME,3.7,,b,10.74665,0.9,4.34,3.44,11.19,25.67,221.892
L2,L228,ACACME,7.3,,b,41.83265,0.9,4.34,3.44,11.19,25.67,696.228
L2,L228,ACACME,11.6,M,M,105.6296,0.03,1.2,1.17,15.72,12.26,1262.796
L2,L228,ACACME,5.3,,b,22.05065,0.03,1.2,1.17,15.72,12.26,432.708
L2,L228,ACACME,8,,b,50.24,0.03,1.2,1.17,15.72,12.26,788.46
L2,L228,ACACME,7.7,,b,46.54265,0.03,1.2,1.17,15.72,12.26,748.932
L2,L228,ACACME,6.1,M,M,29.20985,1.16,2.26,1.1,6.53,4.79,538.116
L2,L228,ACACME,4.5,,b,15.89625,1.16,2.26,1.1,6.53,4.79,327.3
L2,L228,ACACME,4.1,,b,13.19585,1.16,2.26,1.1,6.53,4.79,274.596
L2,L228,ACACME,5.8,,b,26.4074,1.16,2.26,1.1,6.53,4.79,498.588
L2,L228,ACACME,5.1,,b,20.41785,1.16,2.26,1.1,6.53,4.79,406.356
L2,L228,ACACME,6.1,M,M,29.20985,1.06,3.31,2.25,9.16,13.74,538.116
L2,L228,ACACME,6.7,M,M,35.23865,0.65,2.19,1.54,3.28,3.37,617.172
L2,L228,ACACME,6.4,,b,32.1536,0.65,2.19,1.54,3.28,3.37,577.644
L2,L228,ACACME,5.3,,b,22.05065,0.65,2.19,1.54,3.28,3.37,432.708
L2,L228,ACACME,5,,b,19.625,0.65,2.19,1.54,3.28,3.37,393.18
L2,L228,ACACME,4.4,,b,15.1976,0.65,2.19,1.54,3.28,3.37,314.124
L2,L229,ACACME,9.1,M,M,65.00585,0.74,3.04,2.3,7.83,12,933.396
L2,L229,ACACME,8.9,,b,62.17985,0.74,3.04,2.3,7.83,12,907.044
L2,L229,ACACME,8.5,,b,56.71625,0.74,3.04,2.3,7.83,12,854.34
L2,L229,ACACME,3.6,,b,10.1736,0.74,3.04,2.3,7.83,12,208.716
L2,L229,ACACME,5.6,M,M,24.6176,1,2.27,1.27,12.17,10.3,472.236
L2,L229,ACACME,3.9,,b,11.93985,1,2.27,1.27,12.17,10.3,248.244
L2,L229,ACACME,2.5,,b,4.90625,1,2.27,1.27,12.17,10.3,63.78
L2,L229,ACACME,3.2,,b,8.0384,1,2.27,1.27,12.17,10.3,156.012
L2,L229,ACACME,4.3,,b,14.51465,1,2.27,1.27,12.17,10.3,300.948
L2,L229,ACACME,4.1,,b,13.19585,1,2.27,1.27,12.17,10.3,274.596
L2,L229,ACACME,2.3,,b,4.15265,1,2.27,1.27,12.17,10.3,37.428
L2,L229,ACACME,7.7,M,M,46.54265,1.03,3.76,2.73,7.12,12.95,748.932
L2,L229,ACACME,6.7,,b,35.23865,1.03,3.76,2.73,7.12,12.95,617.172
L2,L229,ACACME,5,,b,19.625,1.03,3.76,2.73,7.12,12.95,393.18
L2,L229,ACACME,5.3,,b,22.05065,1.03,3.76,2.73,7.12,12.95,432.708
L2,L229,ACACME,5.5,M,M,23.74625,0.86,2.57,1.71,6.42,7.32,459.06
L2,L229,ACACME,3.1,,b,7.54385,0.86,2.57,1.71,6.42,7.32,142.836
L2,L229,ACACME,3.1,,b,7.54385,0.86,2.57,1.71,6.42,7.32,142.836
L2,L229,ACACME,8,M,M,50.24,0.7,4.52,3.82,4.59,11.68,788.46
L2,L229,ACACME,5.1,,b,20.41785,0.7,4.52,3.82,4.59,11.68,406.356
L2,L229,ACACME,6.6,,b,34.1946,0.7,4.52,3.82,4.59,11.68,603.996
L2,L229,ACACME,12.1,M,M,114.93185,1.74,4.41,2.67,6.27,11.16,1328.676
L2,L229,ACACME,9.7,,b,73.86065,1.74,4.41,2.67,6.27,11.16,1012.452
L2,L229,ACACME,9.8,M,M,75.3914,0.86,3.87,3.01,6.98,14.01,1025.628
L2,L229,ACACME,8.5,,b,56.71625,0.86,3.87,3.01,6.98,14.01,854.34
L2,L229,ACACME,7.1,,b,39.57185,0.86,3.87,3.01,6.98,14.01,669.876
L2,L229,ACACME,7.5,,b,44.15625,0.86,3.87,3.01,6.98,14.01,722.58
L2,L230,ACACME,8.4,M,M,55.3896,1.1,3.25,2.15,13.71,19.64,841.164
L2,L230,ACACME,6.4,,b,32.1536,1.1,3.25,2.15,13.71,19.64,577.644
L2,L230,ACACME,6.8,,b,36.2984,1.1,3.25,2.15,13.71,19.64,630.348
L2,L230,ACACME,3.7,,b,10.74665,1.1,3.25,2.15,13.71,19.64,221.892
L2,L230,ACACME,4.3,,b,14.51465,1.1,3.25,2.15,13.71,19.64,300.948
L2,L230,ACACME,5,,b,19.625,1.1,3.25,2.15,13.71,19.64,393.18
L2,L230,ACACME,4.8,,b,18.0864,1.1,3.25,2.15,13.71,19.64,366.828
L2,L230,ACACME,4.3,,b,14.51465,1.1,3.25,2.15,13.71,19.64,300.948
L2,L230,ACACME,6.7,,b,35.23865,1.1,3.25,2.15,13.71,19.64,617.172
L2,L230,ACACME,4.9,M,M,18.84785,1.22,3.68,2.46,13.77,22.59,380.004
L2,L230,ACACME,4.6,,b,16.6106,1.22,3.68,2.46,13.77,22.59,340.476
L2,L230,ACACME,4.9,,b,18.84785,1.22,3.68,2.46,13.77,22.59,380.004
L2,L230,ACACME,4.1,,b,13.19585,1.22,3.68,2.46,13.77,22.59,274.596
L2,L230,ACACME,3.9,,b,11.93985,1.22,3.68,2.46,13.77,22.59,248.244
L2,L230,ACACME,4.1,,b,13.19585,1.22,3.68,2.46,13.77,22.59,274.596
L2,L230,ACACME,4.3,,b,14.51465,1.22,3.68,2.46,13.77,22.59,300.948
L2,L230,ACACME,4.9,M,M,18.84785,1,1.92,0.92,5.27,3.23,380.004
L2,L230,ACACME,3.8,,b,11.3354,1,1.92,0.92,5.27,3.23,235.068
L2,L230,ACACME,3.9,,b,11.93985,1,1.92,0.92,5.27,3.23,248.244
L2,L230,ACACME,3.3,,b,8.54865,1,1.92,0.92,5.27,3.23,169.188
L2,L230,ACACME,7.6,M,M,45.3416,0.6,3.82,3.22,11.53,24.76,735.756
L2,L230,ACACME,4.5,,b,15.89625,0.6,3.82,3.22,11.53,24.76,327.3
L2,L230,ACACME,4.7,,b,17.34065,0.6,3.82,3.22,11.53,24.76,353.652
L2,L230,ACACME,6,,b,28.26,0.6,3.82,3.22,11.53,24.76,524.94
L2,L230,ACACME,5.9,M,M,27.32585,0.84,2.48,1.64,5.72,6.25,511.764
L2,L230,ACACME,5.3,,b,22.05065,0.84,2.48,1.64,5.72,6.25,432.708
L2,L230,ACACME,4.7,,b,17.34065,0.84,2.48,1.64,5.72,6.25,353.652
L2,L230,ACACME,3.5,M,M,9.61625,0.5,2.57,2.07,2.43,3.35,195.54
L2,L230,ACACME,3.1,,b,7.54385,0.5,2.57,2.07,2.43,3.35,142.836
L2,L230,ACACME,2.4,,b,4.5216,0.5,2.57,2.07,2.43,3.35,50.604
L2,L230,ACACME,3.1,,b,7.54385,0.5,2.57,2.07,2.43,3.35,142.836
L2,L230,ACACME,4.4,M,M,15.1976,0.3,3.5,3.2,10.74,22.91,314.124
L2,L230,ACACME,3.9,,b,11.93985,0.3,3.5,3.2,10.74,22.91,248.244
L2,L230,ACACME,4.3,,b,14.51465,0.3,3.5,3.2,10.74,22.91,300.948
L2,L230,ACACME,4.2,,b,13.8474,0.3,3.5,3.2,10.74,22.91,287.772
L2,L230,ACACME,3,,b,7.065,0.3,3.5,3.2,10.74,22.91,129.66
L2,L230,ACACME,7.8,M,M,47.7594,0.9,3.63,2.73,9.53,17.35,762.108
L2,L230,ACACME,5.4,,b,22.8906,0.9,3.63,2.73,9.53,17.35,445.884
L2,L230,ACACME,4.3,,b,14.51465,0.9,3.63,2.73,9.53,17.35,300.948
L2,L230,ACACME,6.3,,b,31.15665,0.9,3.63,2.73,9.53,17.35,564.468
L2,L230,ACACME,6.3,,b,31.15665,0.9,3.63,2.73,9.53,17.35,564.468
L2,L230,ACACME,3.3,,b,8.54865,0.9,3.63,2.73,9.53,17.35,169.188
L2,L230,ACACME,4.6,,b,16.6106,0.9,3.63,2.73,9.53,17.35,340.476
L2,L230,ACACME,5.2,M,M,21.2264,1,3.11,2.11,8.7,12.23,419.532
L2,L230,ACACME,2.6,,b,5.3066,1,3.11,2.11,8.7,12.23,76.956
L2,L230,ACACME,4.7,,b,17.34065,1,3.11,2.11,8.7,12.23,353.652
L2,L230,ACACME,3.1,,b,7.54385,1,3.11,2.11,8.7,12.23,142.836
L2,L230,ACACME,4.4,,b,15.1976,1,3.11,2.11,8.7,12.23,314.124
L2,L230,ACACME,4.6,M,M,16.6106,0.3,3.1,2.8,4.12,7.69,340.476
L2,L230,ACACME,3.3,,b,8.54865,0.3,3.1,2.8,4.12,7.69,169.188
L2,L230,ACACME,7.9,M,M,48.99185,0.7,2.22,1.52,5.98,6.06,775.284
L2,L230,ACACME,6.4,,b,32.1536,0.7,2.22,1.52,5.98,6.06,577.644
L2,L230,ACACME,5.3,,b,22.05065,0.7,2.22,1.52,5.98,6.06,432.708
L2,L230,ACACME,4.8,,b,18.0864,0.7,2.22,1.52,5.98,6.06,366.828
L2,L230,ACACME,6.3,,b,31.15665,0.7,2.22,1.52,5.98,6.06,564.468
L2,L230,ACACME,6.7,M,M,35.23865,1,2.5,1.5,6.02,6.02,617.172
L2,L230,ACACME,3.2,,b,8.0384,1,2.5,1.5,6.02,6.02,156.012
L2,L230,ACACME,4.7,,b,17.34065,1,2.5,1.5,6.02,6.02,353.652
L2,L230,ACACME,5.4,,b,22.8906,1,2.5,1.5,6.02,6.02,445.884
L2,L230,ACACME,6.9,M,M,37.37385,0.9,2.94,2.04,11.56,15.72,643.524
L2,L230,ACACME,5,,b,19.625,0.9,2.94,2.04,11.56,15.72,393.18
L2,L230,ACACME,4.2,,b,13.8474,0.9,2.94,2.04,11.56,15.72,287.772
L2,L230,ACACME,5.3,,b,22.05065,0.9,2.94,2.04,11.56,15.72,432.708
L2,L231,ACACME,10.4,M,M,84.9056,0.7,3.15,2.45,14.61,23.86,1104.684
L2,L231,ACACME,6.3,,b,31.15665,0.7,3.15,2.45,14.61,23.86,564.468
L2,L231,ACACME,7.3,,b,41.83265,0.7,3.15,2.45,14.61,23.86,696.228
L2,L231,ACACME,6.3,,b,31.15665,0.7,3.15,2.45,14.61,23.86,564.468
L2,L231,ACACME,8.9,M,M,62.17985,0.5,4.1,3.6,17.27,41.44,907.044
L2,L231,ACACME,8,,b,50.24,0.5,4.1,3.6,17.27,41.44,788.46
L2,L232,ACACME,5.4,M,M,22.8906,0.8,3.42,2.62,15.37,26.84,445.884
L2,L232,ACACME,4.5,,b,15.89625,0.8,3.42,2.62,15.37,26.84,327.3
L2,L232,ACACME,3.9,,b,11.93985,0.8,3.42,2.62,15.37,26.84,248.244
L2,L232,ACACME,3.8,,b,11.3354,0.8,3.42,2.62,15.37,26.84,235.068
L2,L232,ACACME,4.3,,b,14.51465,0.8,3.42,2.62,15.37,26.84,300.948
L2,L232,ACACME,4.3,,b,14.51465,0.8,3.42,2.62,15.37,26.84,300.948
L2,L232,ACACME,9.4,M,M,69.3626,0.6,4.14,3.54,38.58,91.06,972.924
L2,L232,ACACME,7.3,,b,41.83265,0.6,4.14,3.54,38.58,91.06,696.228
L2,L232,ACACME,4.8,,b,18.0864,0.6,4.14,3.54,38.58,91.06,366.828
L2,L232,ACACME,5.4,,b,22.8906,0.6,4.14,3.54,38.58,91.06,445.884
L2,L232,ACACME,8.5,,b,56.71625,0.6,4.14,3.54,38.58,91.06,854.34
L2,L232,ACACME,7.5,,b,44.15625,0.6,4.14,3.54,38.58,91.06,722.58
L2,L232,ACACME,7.7,,b,46.54265,0.6,4.14,3.54,38.58,91.06,748.932
L2,L232,ACACME,6.5,,b,33.16625,0.6,4.14,3.54,38.58,91.06,590.82
L2,L232,ACACME,4.3,M,M,14.51465,0.66,2.26,1.6,4.44,4.73,300.948
L2,L232,ACACME,2.2,,b,3.7994,0.66,2.26,1.6,4.44,4.73,24.252
L2,L232,ACACME,2.7,,b,5.72265,0.66,2.26,1.6,4.44,4.73,90.132
L2,L232,ACACME,2.1,,b,3.46185,0.66,2.26,1.6,4.44,4.73,11.076
L2,L232,ACACME,6.7,M,M,35.23865,0.66,3.73,3.07,21.62,44.25,617.172
L2,L232,ACACME,2.2,,b,3.7994,0.66,3.73,3.07,21.62,44.25,24.252
L2,L232,ACACME,2.7,,b,5.72265,0.66,3.73,3.07,21.62,44.25,90.132
L2,L232,ACACME,2.1,,b,3.46185,0.66,3.73,3.07,21.62,44.25,11.076
L2,L232,ACACME,6.8,M,M,36.2984,0.6,4.39,3.79,30.29,76.54,630.348
L2,L232,ACACME,6.6,,b,34.1946,0.6,4.39,3.79,30.29,76.54,603.996
L2,L232,ACACME,6.7,,b,35.23865,0.6,4.39,3.79,30.29,76.54,617.172
L2,L232,ACACME,6.5,M,M,33.16625,1,3.51,2.51,16.9,28.29,590.82
L2,L232,ACACME,6.3,,b,31.15665,1,3.51,2.51,16.9,28.29,564.468
L2,L232,ACACME,5.6,,b,24.6176,1,3.51,2.51,16.9,28.29,472.236
L2,L232,ACACME,5.7,,b,25.50465,1,3.51,2.51,16.9,28.29,485.412
L2,L232,ACACME,6.4,,b,32.1536,1,3.51,2.51,16.9,28.29,577.644
L2,L232,ACACME,5.3,M,M,22.05065,0.85,3.65,2.8,19.44,36.29,432.708
L2,L232,ACACME,4.5,,b,15.89625,0.85,3.65,2.8,19.44,36.29,327.3
L2,L232,ACACME,4.8,,b,18.0864,0.85,3.65,2.8,19.44,36.29,366.828
L2,L232,ACACME,4.5,,b,15.89625,0.85,3.65,2.8,19.44,36.29,327.3
L2,L232,ACACME,4.8,,b,18.0864,0.85,3.65,2.8,19.44,36.29,366.828
L2,L232,ACACME,4.6,,b,16.6106,0.85,3.65,2.8,19.44,36.29,340.476
L2,L232,ACACME,6.6,M,M,34.1946,1.1,4.12,3.02,16.7,33.63,603.996
L2,L232,ACACME,5.5,,b,23.74625,1.1,4.12,3.02,16.7,33.63,459.06
L2,L232,ACACME,3.6,,b,10.1736,1.1,4.12,3.02,16.7,33.63,208.716
L2,L232,ACACME,4.8,,b,18.0864,1.1,4.12,3.02,16.7,33.63,366.828
L2,L232,ACACME,4.4,,b,15.1976,1.1,4.12,3.02,16.7,33.63,314.124
