ID,language,timestamp,Date,Time,age,location,Firegion,RespSex,HouseHoldSize,ORIG_HouseHoldSize,UnPSunF,PSunF,OatCer,Nuts,Fat,FruBer,Bread,Insects,Pigfat,Game,Fatcakes,Seedmix,OatPorMue,OatSheaf,leftover_fish_pota,NoFood,ORIG_OtherFood,FeedChange_NOchange,FeedChange_YES_started_5y,FeedChange_YES_stopped,FeedChange_YES_more,FeedChange_YES_less,FeedChange_YES_longer,FeedChange_YES_shorter,FeedChange_Change_quality,Conflicting,Check,WhyChange_NoReason,WhyChange_Expenses,WhyChange_MoreBirds,WhyChange_Timing,WhyChange_NewLocation,WhyStop_LackOfTime,WhyStop_NotMaintain,WhyStop_HighFoodConsumption,WhyStop_HighPrice,WhyStop_Neighbours,WhyStop_HousingRules,WhyStop_AuthoritiesRules,WhyStop_BirdWatchers,WhyStop_LackOfSnow,WhyStop_Diseases,WhyStop_Magpies,WhyStop_Cats,WhyStop_Dogs,WhyStop_Ravens,WhyStop_Jackdaws,WhyStop_Jays,WhyStop_Squirrels,WhyStop_Deer,WhyStop_Rats,WhyStop_Woodpeckers,WhyStop_Crows,freeze,snow,AllWinter,ground,summer,OnlyBirds,Birdwatch,CLASS_OpenRespChanges
2576,F,13/03/2021 21.16,13-03-2021,21.16.03,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,2,2,over 40 kg,I do not offer peeled sunflower seeds,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,1,NA,NA,NA,NA,NA,NA,NA,"Talia, noin 500 g.",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I disagree,I disagree,I agree,Regularly,NA
2577,F,14/03/2021 9.26,14-03-2021,9.26.44,61-70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,2,2,1-20 kg,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,over 2 kg,I do not offer bread,NA,1,NA,NA,NA,NA,NA,NA,NA,"talia, useampia kiloja",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I agree,I disagree,I do not agree or disagree,Regularly,NA
2578,F,03/03/2021 17.00,03-03-2021,17.00.34,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,1-20 kg,over 40 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,1,1,NA,NA,NA,NA,NA,NA,NA,"Talia,kuivattuja toukkia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,NA,NA,NA,Occasionally,0
2579,F,04/03/2021 6.10,04-03-2021,6.10.39,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,2,2,21-40 kg,21-40 kg,1-20 kg,21-40 kg,over 5 sticks or over 20 fat balls,1-2 kg,I do not offer bread,NA,1,NA,NA,NA,NA,NA,NA,NA,"Talia. Ostan kauppahallista sian talia - nahka mukana. Ehk‰ n. 2 kg vuodessa.
Jos saan hirssi‰ niin joskus olen lis‰nnyt ruokinnless than v‰h‰n. Kilon?",NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I agree,I agree,I disagree,I somewhat disagree,Occasionally,NA
2580,F,11/02/2021 11.19,11-02-2021,11.19.19,61-70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,2,2,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,21-40 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,1,NA,NA,NA,NA,NA,NA,NA,Talilevyj‰ 2 talvessa,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I somewhat agree,I do not agree or disagree,I agree,Regularly,0
2581,F,14/03/2021 15.18,14-03-2021,15.18.49,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,1-20 kg,1-20 kg,21-40 kg,1-20 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,1,NA,NA,NA,NA,NA,NA,NA,Talipalat kaupasta. Muutama,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Regularly,0
2582,F,17/03/2021 9.22,17-03-2021,9.22.54,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,yksi henkilˆ,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,I do not offer nuts,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,talipalloja,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I agree,I disagree,I somewhat agree,Regularly,NA
2583,F,15/03/2021 18.49,15-03-2021,18.49.41,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,1,Yksi,over 40 kg,1-20 kg,21-40 kg,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,1,NA,NA,NA,NA,NA,NA,NA,Talipalloja muutamia 10-20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I do not agree or disagree,I agree,NA,NA,I agree,Occasionally,NA
2584,F,14/03/2021 7.40,14-03-2021,7.40.42,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,2,2,over 40 kg,1-20 kg,over 40 kg,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,1-2 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talipalloja noin 200kpl,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I somewhat agree,I disagree,I do not agree or disagree,Occasionally,1
2585,F,14/03/2021 8.49,14-03-2021,8.49.51,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,1-20 kg,I do not offer nuts,1-2 sticks or less than 5 fat balls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talipalloja, joihin panin viljaa, siemeni‰ ja joskus leiv‰nmuruja, jos niit‰ j‰i",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I somewhat agree,I somewhat disagree,I disagree,I somewhat agree,Rarely or never,NA
2586,F,14/03/2021 15.35,14-03-2021,15.35.42,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talipalloja, joissa siemeni‰ joukokossa noin 15 kpl",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat agree,I somewhat agree,I disagree,I disagree,I agree,Rarely or never,0
2587,F,28/02/2021 11.40,28-02-2021,11.40.29,51-60 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,1,1,over 40 kg,1-20 kg,1-20 kg,21-40 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talipallot,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I agree,I do not agree or disagree,I somewhat agree,Occasionally,2
2588,F,13/03/2021 22.04,13-03-2021,22.04.28,31-40 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talipallot ovat p‰hkin‰-talipalloja, n. 4-6 8 pallon pˆtkˆ‰ talvessa.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I disagree,I disagree,I do not agree or disagree,Rarely or never,2
2589,F,13/03/2021 20.19,13-03-2021,20.19.18,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,4,4,21-40 kg,I do not offer peeled sunflower seeds,1-20 kg,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talipallot yksi ‰mp‰ri.,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Regularly,NA
2590,F,23/02/2021 21.46,23-02-2021,21.46.22,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talipˆtkˆiss‰ on myˆs siemeni‰.,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I somewhat agree,I somewhat disagree,I disagree,I do not agree or disagree,Occasionally,0
2591,F,19/03/2021 10.54,19-03-2021,10.54.11,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,I do not offer sunflower seeds with peels,over 40 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talipˆtkˆj‰ n. 50kpl,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,NA,I agree,I do not agree or disagree,I do not agree or disagree,I somewhat agree,Regularly,NA
2592,F,14/03/2021 7.48,14-03-2021,7.48.42,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talipˆtkˆss‰ p‰hkinˆit‰ ja siemeni‰,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I do not agree or disagree,I do not agree or disagree,I somewhat agree,Occasionally,NA
2593,F,14/03/2021 10.05,14-03-2021,10.05.24,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,21-40 kg,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,over 2 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talisiemen pˆtkˆt,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I agree,I somewhat disagree,I somewhat disagree,Regularly,NA
2594,F,13/03/2021 17.16,13-03-2021,17.16.36,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,2,2,I do not offer sunflower seeds with peels,NA,21-40 kg,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talisiementankoja,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat disagree,I agree,I disagree,I disagree,I somewhat agree,Regularly,0
2595,F,14/03/2021 8.18,14-03-2021,8.18.34,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,3,3,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,T‰ll‰ hetkell‰ en mit‰‰n,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I disagree,I disagree,I agree,Regularly,NA
2596,F,14/03/2021 13.06,14-03-2021,13.06.08,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,3,3,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,T‰ll‰ hetkell‰ en mit‰‰n,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,I agree,I disagree,I disagree,I agree,Regularly,NA
2597,F,15/03/2021 12.29,15-03-2021,12.29.04,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,21-40 kg,21-40 kg,I do not offer nuts,3-5 sticks or 5-20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,1,NA,NA,NA,NA,NA,"T‰ll‰ ruokintakaudella en ole itse tehnyt mutta aiempina vuosina kyll‰ omatekoisia maitopurkkiin valettuja rarvapˆtkˆj‰. Rasvana k‰ytin munkinpaistorasvaa johon sekoitin kuorittuja auringonkukansiemeni‰  maap‰hkinˆit‰, v‰h‰n kauraryyni‰ ja murskattua pellavansiement‰ sek‰ kookoshiutaleita. Hyvin kelpasi linnuille! Yht. n. 4-5  litran purkillista.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I disagree,I agree,I agree,I disagree,I disagree,Occasionally,5
2598,F,13/03/2021 20.56,13-03-2021,20.56.08,51-60 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,1-20 kg,NA,1-20 kg,NA,3-5 sticks or 5-20 fat balls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taloyhtiˆss‰ on kielletty lintujen ruokinta, syyn‰ rotat",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,NA,I agree,I do not agree or disagree,I do not agree or disagree,I agree,Occasionally,NA
2599,F,13/03/2021 20.51,13-03-2021,20.51.17,41-50 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Man,4,4,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taloyhtiˆss‰ ruokinta kielletty, eik‰ sille ole paikkaa",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I somewhat disagree,I agree,I disagree,I disagree,I do not agree or disagree,Occasionally,NA
2600,F,13/03/2021 21.29,13-03-2021,21.29.54,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,3,3,I do not offer sunflower seeds with peels,I do not offer peeled sunflower seeds,I do not offer oat or other grain,I do not offer nuts,I do not offer fat or tallow,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taloyhtiˆss‰mme ei valitettavasti saa ruokkia lintuja niin mielell‰mme kuin niit‰ ruokkisimmekin.,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Regularly,NA
2601,F,28/02/2021 8.29,28-02-2021,8.29.17,31-40 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Woman,2,2,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,I do not offer nuts,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,1,NA,NA,NA,NA,"talvilinnuille tarkoitettu valmis siemen/p‰hkin‰sekoitus, 1-2 pussia",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat agree,I agree,I disagree,I disagree,I agree,Occasionally,1
2602,F,21/03/2021 10.22,21-03-2021,10.22.16,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,2,2,1-20 kg,1-20 kg,21-40 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,1,NA,NA,NA,NA,Talvilintujen siemensekoituksia. 10-15 kg,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat disagree,I disagree,I agree,I agree,I disagree,I disagree,Occasionally,NA
2603,F,18/02/2021 18.18,18-02-2021,18.18.39,21-30 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,1-20 kg,1-20 kg,1-20 kg,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,1,NA,1,NA,NA,NA,NA,"Talvilintujen siemenseos. n. 2kg sis‰lt‰‰ muistaakseni ainakin hirssin siemeni‰ ja muita pieni‰ siemeni‰

4kpl lemmikkilintujen herkkutikkuja

n. 2kg peuran rasvaa",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I somewhat disagree,I somewhat agree,I disagree,Regularly,0
2604,F,15/03/2021 15.59,15-03-2021,15.59.03,over 70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,1,1,I do not offer sunflower seeds with peels,1-20 kg,I do not offer oat or other grain,1-20 kg,1-2 sticks or less than 5 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,1,NA,NA,NA,NA,Talvilintusekoituksia 2kg,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,NA,I agree,NA,NA,NA,Rarely or never,0
2605,F,13/03/2021 21.18,13-03-2021,21.18.40,61-70 years,City/urban area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,2,2,I do not offer sunflower seeds with peels,over 40 kg,21-40 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,1-2 breads,NA,NA,NA,NA,1,NA,NA,NA,NA,talviruokinta sekoituksia,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I somewhat agree,I somewhat disagree,I disagree,NA,NA
2606,F,18/03/2021 11.33,18-03-2021,11.33.09,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,over 40 kg,I do not offer oat or other grain,I do not offer nuts,3-5 sticks or 5-20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,1,NA,NA,NA,NA,Talviruokinta sekoitusta,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I agree,NA,Occasionally,0
2607,F,14/03/2021 8.26,14-03-2021,8.26.58,61-70 years,City/urban area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,21-40 kg,over 5 sticks or over 20 fat balls,over 2 kg,I do not offer bread,1,NA,NA,NA,NA,NA,NA,NA,NA,T‰m‰n talven kokeiluna kuivatut jauhomadot. 1 kg,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I disagree,I agree,I disagree,I disagree,I disagree,Regularly,1
2608,F,01/03/2021 20.23,01-03-2021,20.23.38,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,21-40 kg,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,NA,1-2 breads,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tammen terhoja, joita orava syˆ nirsosti",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I disagree,I somewhat agree,I disagree,I disagree,I somewhat disagree,Regularly,4
2609,F,14/03/2021 14.53,14-03-2021,14.53.15,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,2,2,1-20 kg,I do not offer peeled sunflower seeds,I do not offer oat or other grain,1-20 kg,3-5 sticks or 5-20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tammenterhoja,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I do not agree or disagree,I agree,I do not agree or disagree,I do not agree or disagree,I do not agree or disagree,Regularly,NA
2610,F,09/03/2021 15.23,09-03-2021,15.23.28,61-70 years,Rural area,Middle-Finland from Pori-Tampere-Mikkeli to Tornio and Kuusamo,Man,2,2,over 40 kg,1-20 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,tammenterhoja,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I disagree,I agree,I disagree,I disagree,I do not agree or disagree,Regularly,2
2611,F,13/03/2021 21.56,13-03-2021,21.56.20,51-60 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Woman,3,3,I do not offer sunflower seeds with peels,21-40 kg,1-20 kg,1-20 kg,over 5 sticks or over 20 fat balls,less than 1 kg,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tammenterhoja 5 muovikassillista. Vien ne jo loppusyksyll‰, kun maa on viel‰ pehme‰.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I somewhat agree,I somewhat disagree,I agree,I somewhat agree,I somewhat disagree,I somewhat agree,Occasionally,1
2612,F,31/01/2021 22.03,31-01-2021,22.03.26,61-70 years,Rural area,South-Finland south from Pori-Tampere-Mikkeli,Man,2,2,1-20 kg,I do not offer peeled sunflower seeds,over 40 kg,21-40 kg,over 5 sticks or over 20 fat balls,I do not offer berries or fruits,I do not offer bread,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tammenterhoja n‰rhille (ja oraville) ehk‰ 150 kpl/talvi, jos vain niin paljon syˆv‰t",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I agree,I somewhat agree,I somewhat disagree,I agree,I disagree,I disagree,Regularly,1
